timestamp_sec,ecg_mv,emg_uv,eog_uv,eeg_uv,spo2_pct,acc_x,acc_y,acc_z,motion_mag,sleep_stage
0.5,0.202,3.89,-3.4,-27.46,97.8,0.08,0.146,0.98,0.0063,W
0.51,0.2654,0.46,-0.22,-8.72,98.0,0.082,0.153,0.981,0.004,W
0.52,0.3304,-3.79,0.97,-2.7,98.0,0.082,0.149,0.98,0.0057,W
0.53,0.3777,-14.28,8.03,4.65,98.1,0.078,0.154,0.982,0.0027,W
0.54,0.3588,-20.0,0.36,4.29,97.8,0.079,0.151,0.978,0.0072,W
0.55,0.3996,-18.8,-8.24,11.88,98.2,0.078,0.153,0.974,0.0113,W
0.56,0.3989,-12.28,6.76,29.26,97.8,0.076,0.152,0.975,0.01,W
0.57,0.3677,-16.66,-4.34,26.2,98.1,0.077,0.147,0.973,0.0132,W
0.58,0.3428,-25.91,-7.84,7.73,97.8,0.083,0.15,0.983,0.002,W
0.59,0.2862,-11.75,-3.62,-24.31,98.0,0.081,0.148,0.983,0.0023,W
0.6,0.2496,7.7,2.67,-36.56,98.0,0.079,0.152,0.982,0.0032,W
0.61,0.244,3.9,3.24,-27.0,98.1,0.081,0.149,0.979,0.0066,W
0.62,0.1501,11.24,3.5,-3.14,97.8,0.081,0.15,0.984,0.0011,W
0.63,0.137,24.85,-3.75,8.9,98.1,0.075,0.146,0.98,0.0064,W
0.64,0.0912,10.44,1.6,12.93,98.0,0.083,0.149,0.98,0.0052,W
0.65,0.0503,-4.61,-1.96,12.94,98.2,0.082,0.154,0.983,0.0015,W
0.66,0.0538,-2.1,6.03,15.1,98.3,0.083,0.154,0.979,0.0059,W
0.67,0.0533,17.12,-0.88,22.49,98.0,0.084,0.152,0.982,0.0027,W
0.68,0.0851,40.67,-1.37,18.58,98.1,0.082,0.15,0.98,0.0057,W
0.69,0.0521,43.77,1.71,-4.87,97.9,0.078,0.156,0.974,0.0102,W
0.7,0.0514,20.47,-4.31,-25.97,97.9,0.076,0.145,0.981,0.0053,W
0.71,0.0491,-6.61,7.41,-39.09,98.1,0.081,0.147,0.979,0.0066,W
0.72,0.051,-20.59,-1.31,-21.3,98.2,0.08,0.151,0.983,0.0026,W
0.73,0.0348,-10.01,2.13,-0.84,98.1,0.082,0.15,0.975,0.0098,W
0.74,0.0679,12.07,-3.8,15.05,98.3,0.084,0.148,0.986,0.001,W
0.75,0.061,13.37,-4.02,17.79,98.2,0.075,0.147,0.976,0.0102,W
0.76,0.0434,1.96,-3.71,13.64,97.9,0.081,0.149,0.977,0.0086,W
0.77,0.0394,1.18,-0.2,11.62,98.1,0.078,0.149,0.978,0.008,W
0.78,0.004,22.31,-6.05,12.66,98.0,0.08,0.151,0.979,0.0066,W
0.79,0.0117,30.87,2.78,15.47,98.0,0.077,0.148,0.98,0.0062,W
0.8,0.0509,22.2,0.07,-4.12,98.0,0.079,0.148,0.982,0.0037,W
0.81,0.0354,12.0,2.29,-34.68,98.3,0.082,0.147,0.982,0.004,W
0.82,0.0302,-3.32,-0.13,-39.45,97.9,0.078,0.15,0.976,0.0095,W
0.83,0.0829,-16.73,-3.91,-14.43,98.3,0.078,0.15,0.983,0.0023,W
0.84,0.0754,-25.58,-3.66,5.55,98.2,0.083,0.153,0.972,0.0122,W
0.85,0.0813,-11.49,11.43,22.08,97.9,0.084,0.15,0.981,0.004,W
0.86,0.0591,2.05,0.93,30.17,98.2,0.085,0.15,0.979,0.0061,W
0.87,0.019,6.8,4.16,12.95,97.9,0.085,0.154,0.983,0.0012,W
0.88,0.0597,-3.04,3.73,6.63,98.0,0.079,0.147,0.98,0.0056,W
0.89,0.0329,-25.24,0.79,8.98,97.8,0.082,0.149,0.98,0.0057,W
0.9,0.0542,-24.98,1.43,1.24,97.8,0.084,0.155,0.987,0.0029,W
0.91,0.0635,-13.05,-8.11,-9.34,98.2,0.078,0.153,0.983,0.0018,W
0.92,0.0521,-14.69,-3.06,-29.27,98.2,0.077,0.147,0.977,0.0086,W
0.93,0.091,-24.42,-5.08,-31.19,98.4,0.083,0.145,0.983,0.0026,W
0.94,0.0674,-15.82,2.11,-17.38,97.9,0.082,0.146,0.981,0.0052,W
0.95,0.033,10.44,-1.99,1.84,98.1,0.083,0.143,0.98,0.0059,W
0.96,-0.0052,17.08,-3.76,30.8,98.2,0.076,0.151,0.98,0.0058,W
0.97,0.0086,-7.4,-5.84,29.69,98.1,0.083,0.15,0.982,0.0029,W
0.98,0.0688,-15.92,0.93,8.45,98.2,0.073,0.147,0.986,0.0009,W
0.99,0.0633,-2.52,6.01,-5.3,98.0,0.085,0.15,0.984,0.0006,W
1.0,0.0409,11.55,3.59,2.97,98.1,0.074,0.145,0.981,0.0053,W
1.01,0.0796,17.39,1.05,-2.64,97.9,0.077,0.154,0.98,0.005,W
1.02,0.0573,-0.59,5.61,-11.03,97.8,0.079,0.147,0.981,0.005,W
1.03,0.0318,-21.54,0.1,-25.18,98.4,0.08,0.147,0.982,0.0038,W
1.04,0.0297,-29.15,0.51,-33.49,98.4,0.081,0.154,0.982,0.0026,W
1.05,0.0272,-30.29,-0.85,-13.51,97.9,0.08,0.155,0.978,0.0064,W
1.06,0.075,-11.1,3.32,13.45,98.1,0.074,0.148,0.98,0.0064,W
1.07,0.0767,12.44,-0.82,38.77,98.0,0.081,0.155,0.985,0.0002,W
1.08,0.0306,15.86,3.93,26.46,98.0,0.078,0.149,0.98,0.0053,W
1.09,0.0334,1.28,2.5,11.5,98.1,0.08,0.15,0.98,0.0053,W
1.1,0.0462,-7.61,-4.13,-2.92,98.1,0.082,0.154,0.974,0.0109,W
1.11,0.0787,1.17,0.14,-7.66,98.1,0.083,0.151,0.984,0.0014,W
1.12,0.1345,-11.1,1.43,-12.78,98.1,0.08,0.149,0.987,0.0014,W
1.13,0.1639,-23.47,8.23,-7.32,98.0,0.08,0.149,0.978,0.008,W
1.14,0.175,-10.41,-4.14,-32.37,97.9,0.081,0.149,0.978,0.0078,W
1.15,0.1982,1.74,1.32,-24.88,98.2,0.084,0.146,0.98,0.006,W
1.16,0.1813,3.25,2.84,-6.19,98.3,0.08,0.151,0.98,0.0056,W
1.17,0.1615,-2.67,-6.79,24.98,97.9,0.083,0.151,0.982,0.0026,W
1.18,0.1144,2.0,-4.73,29.63,98.0,0.084,0.147,0.977,0.0081,W
1.19,0.0946,4.27,6.25,27.9,98.2,0.08,0.152,0.983,0.0025,W
1.2,0.0695,-7.7,-0.4,9.54,98.4,0.081,0.15,0.98,0.005,W
1.21,0.0059,-14.55,3.8,-16.49,98.0,0.08,0.143,0.984,0.0024,W
1.22,0.028,-5.91,3.18,-14.9,98.1,0.079,0.147,0.984,0.0018,W
1.23,0.0342,-0.39,1.29,-13.02,98.3,0.082,0.15,0.98,0.0054,W
1.24,0.0386,-11.33,-9.17,-4.04,98.1,0.08,0.149,0.98,0.0055,W
1.25,-0.0079,-4.83,-4.42,-16.41,98.2,0.08,0.155,0.981,0.0036,W
1.26,-0.0543,20.09,-0.89,-23.77,98.2,0.077,0.148,0.977,0.0087,W
1.27,-0.0432,35.4,5.85,-2.56,98.2,0.081,0.149,0.982,0.0035,W
1.28,0.1862,20.21,0.43,27.09,98.2,0.081,0.151,0.98,0.0048,W
1.29,0.6758,0.17,0.74,35.34,97.9,0.082,0.147,0.98,0.0055,W
1.3,1.1317,-5.42,3.68,29.53,97.7,0.082,0.15,0.982,0.0028,W
1.31,1.29,-34.84,-0.81,1.78,98.4,0.079,0.15,0.983,0.0029,W
1.32,0.9352,-34.93,0.54,-19.44,97.9,0.079,0.154,0.98,0.0048,W
1.33,0.415,2.24,-13.46,-29.67,98.0,0.077,0.148,0.983,0.0028,W
1.34,0.0064,7.89,6.4,-21.44,98.1,0.085,0.148,0.981,0.0042,W
1.35,-0.2225,11.43,-0.43,-16.93,98.4,0.079,0.148,0.977,0.0083,W
1.36,-0.2731,19.89,3.9,-8.43,98.4,0.086,0.154,0.984,0.0003,W
1.37,-0.1929,5.23,7.08,-8.18,98.1,0.08,0.149,0.985,0.0008,W
1.38,-0.0702,-15.56,3.37,3.42,98.1,0.08,0.148,0.973,0.0123,W
1.39,-0.0028,-4.81,1.99,19.98,98.5,0.078,0.149,0.982,0.0036,W
1.4,0.0463,26.27,-5.43,32.19,98.5,0.08,0.153,0.984,0.0013,W
1.41,0.0391,18.2,-4.89,20.35,98.3,0.085,0.15,0.983,0.0016,W
1.42,0.1247,-8.91,-4.89,-3.83,98.3,0.078,0.153,0.986,0.0007,W
1.43,0.0549,-8.11,-4.38,-28.75,98.4,0.076,0.151,0.976,0.009,W
1.44,0.1046,-2.32,4.96,-27.63,98.0,0.08,0.154,0.977,0.0082,W
1.45,0.1121,-17.9,3.46,-28.02,98.1,0.084,0.149,0.982,0.0032,W
1.46,0.1313,-22.01,-5.63,-11.53,98.1,0.083,0.146,0.978,0.0073,W
1.47,0.2378,-2.09,-11.66,-0.49,98.2,0.08,0.149,0.977,0.0085,W
1.48,0.224,-8.4,6.22,-3.26,98.0,0.083,0.15,0.978,0.007,W
1.49,0.2628,-9.6,-1.81,8.63,98.5,0.083,0.151,0.98,0.005,W
1.5,0.3058,0.99,-1.25,22.9,97.9,0.079,0.147,0.981,0.0053,W
1.51,0.364,-11.97,-3.75,35.85,98.4,0.079,0.15,0.981,0.0043,W
1.52,0.3599,-16.68,1.18,24.67,97.9,0.079,0.15,0.982,0.0038,W
1.53,0.3706,-14.5,-1.15,-11.74,98.2,0.08,0.149,0.978,0.007,W
1.54,0.3518,-8.51,-1.16,-33.27,97.9,0.085,0.148,0.982,0.0034,W
1.55,0.3099,-16.87,4.92,-24.59,98.3,0.08,0.149,0.978,0.0078,W
1.56,0.3194,-25.21,-0.03,-21.55,98.2,0.077,0.147,0.977,0.0087,W
1.57,0.2569,-1.27,-4.8,-4.57,98.2,0.083,0.147,0.982,0.0036,W
1.58,0.1639,3.45,1.7,6.06,98.1,0.081,0.151,0.975,0.01,W
1.59,0.1676,-4.45,-4.51,4.39,98.2,0.078,0.148,0.983,0.0032,W
1.6,0.1287,5.55,6.53,13.67,97.9,0.081,0.148,0.984,0.002,W
1.61,0.0503,-2.35,-8.31,24.41,98.4,0.073,0.155,0.984,0.0014,W
1.62,0.0725,-12.47,11.96,20.98,97.9,0.078,0.151,0.98,0.0054,W
1.63,0.0683,9.73,-4.33,15.39,98.2,0.083,0.149,0.979,0.0065,W
1.64,-0.0059,27.71,-0.17,-13.3,98.3,0.081,0.15,0.983,0.0025,W
1.65,0.0479,13.14,2.35,-34.81,98.1,0.081,0.149,0.976,0.0097,W
1.66,-0.0031,-3.86,-6.72,-31.18,98.2,0.077,0.15,0.981,0.0047,W
1.67,0.0198,-1.8,0.34,-19.79,97.9,0.085,0.15,0.986,0.0009,W
1.68,-0.0163,4.57,-5.52,10.7,98.2,0.084,0.152,0.981,0.0038,W
1.69,0.004,15.23,-5.81,14.66,98.1,0.077,0.15,0.98,0.006,W
1.7,-0.0133,33.4,-0.22,0.39,98.1,0.082,0.151,0.975,0.0097,W
1.71,0.0566,19.84,-1.28,17.47,98.1,0.079,0.15,0.979,0.0066,W
1.72,-0.0119,-6.98,1.06,17.41,98.1,0.08,0.152,0.984,0.0013,W
1.73,0.0206,-6.93,-0.4,21.69,98.1,0.083,0.153,0.982,0.0025,W
1.74,0.0159,-25.64,8.35,7.5,98.3,0.083,0.151,0.979,0.0061,W
1.75,0.002,-39.4,1.54,-21.05,98.0,0.077,0.152,0.984,0.0014,W
1.76,0.0496,-5.76,-5.94,-37.68,98.0,0.082,0.147,0.973,0.0121,W
1.77,-0.0029,18.02,3.59,-21.38,97.8,0.081,0.148,0.979,0.0063,W
1.78,0.0087,15.76,-0.99,-8.87,98.2,0.079,0.148,0.978,0.0081,W
1.79,-0.0025,14.32,0.82,16.79,98.3,0.079,0.152,0.98,0.0057,W
1.8,-0.0313,-0.78,-6.73,20.09,98.3,0.081,0.151,0.986,0.0011,W
1.81,-0.0024,-19.12,-0.57,17.09,98.0,0.079,0.147,0.977,0.0091,W
1.82,0.0129,-6.69,4.57,7.19,98.2,0.074,0.15,0.978,0.0077,W
1.83,0.0153,10.5,7.49,7.1,98.2,0.084,0.148,0.978,0.007,W
1.84,0.0083,9.38,5.59,13.51,98.3,0.08,0.148,0.985,0.0004,W
1.85,0.0395,-4.98,0.91,-4.84,98.4,0.08,0.145,0.982,0.0041,W
1.86,0.0048,-27.99,3.81,-19.24,98.3,0.083,0.155,0.976,0.0081,W
1.87,-0.0239,-29.57,6.11,-39.82,98.1,0.078,0.15,0.983,0.0029,W
1.88,-0.0048,-4.35,7.99,-25.14,98.3,0.08,0.154,0.979,0.0061,W
1.89,0.0046,-2.09,0.86,-7.61,98.2,0.079,0.148,0.981,0.0051,W
1.9,0.0034,-26.11,5.57,24.19,98.0,0.086,0.149,0.978,0.0069,W
1.91,-0.0049,-37.26,-8.79,34.89,98.1,0.08,0.145,0.978,0.0078,W
1.92,0.027,-22.27,-3.73,25.56,98.2,0.08,0.147,0.98,0.0058,W
1.93,-0.0111,4.31,-1.0,7.31,98.1,0.079,0.15,0.979,0.0066,W
1.94,0.0201,16.42,10.28,8.43,98.2,0.081,0.153,0.979,0.0063,W
1.95,-0.0082,8.18,-0.41,12.59,98.2,0.082,0.146,0.978,0.0078,W
1.96,-0.0166,-4.8,-0.98,-9.25,97.8,0.083,0.149,0.982,0.0036,W
1.97,0.0059,10.05,4.98,-21.63,98.1,0.084,0.153,0.978,0.0068,W
1.98,0.0059,17.26,-0.72,-32.03,98.1,0.08,0.155,0.981,0.004,W
1.99,0.002,-8.97,2.42,-23.82,98.3,0.077,0.15,0.99,0.0041,W
2.0,-0.0216,-8.72,-5.74,-3.03,98.1,0.082,0.146,0.981,0.0051,W
2.01,-0.0538,11.03,-1.77,21.87,98.0,0.078,0.151,0.979,0.0064,W
2.02,0.0241,9.07,6.93,30.21,98.2,0.081,0.152,0.982,0.0034,W
2.03,0.0779,-2.18,-5.07,26.81,98.1,0.077,0.149,0.976,0.0099,W
2.04,0.0437,-9.15,2.73,7.07,98.0,0.086,0.149,0.979,0.0057,W
2.05,0.128,-2.05,-2.0,-4.52,97.8,0.08,0.145,0.98,0.006,W
2.06,0.1541,11.48,-6.36,-3.65,98.4,0.08,0.151,0.98,0.0053,W
2.07,0.1187,7.32,3.15,-9.07,98.1,0.084,0.149,0.977,0.0078,W
2.08,0.1237,-5.71,5.06,-21.95,98.2,0.082,0.149,0.984,0.0018,W
2.09,0.0502,-3.84,6.1,-28.63,98.3,0.081,0.153,0.982,0.0029,W
2.1,0.0075,22.31,7.61,-16.81,98.3,0.08,0.147,0.977,0.0088,W
2.11,-0.0017,38.01,0.37,7.06,98.3,0.082,0.151,0.978,0.0071,W
2.12,-0.0626,11.46,3.86,31.27,98.3,0.079,0.147,0.98,0.0056,W
2.13,-0.038,-20.17,8.63,30.98,98.3,0.082,0.147,0.981,0.0049,W
2.14,-0.0867,-11.67,-4.93,22.54,98.0,0.081,0.149,0.98,0.0054,W
2.15,-0.0056,25.18,-1.6,0.68,98.1,0.084,0.151,0.983,0.002,W
2.16,-0.0639,27.56,-2.89,-9.6,98.3,0.077,0.151,0.977,0.0087,W
2.17,-0.1127,-3.29,4.69,-11.33,98.2,0.079,0.148,0.977,0.0086,W
2.18,-0.1244,0.12,-0.88,-15.62,98.1,0.071,0.139,0.981,0.0063,W
2.19,0.0285,13.37,-3.81,-17.07,98.2,0.077,0.146,0.979,0.0074,W
2.2,0.4225,-5.17,-3.2,-14.76,98.1,0.076,0.143,0.98,0.0068,W
2.21,0.8693,-18.79,-4.55,-13.86,98.4,0.083,0.146,0.984,0.0016,W
2.22,1.1987,-6.45,2.85,13.18,98.3,0.078,0.149,0.979,0.0063,W
2.23,1.0177,-3.14,6.78,30.3,98.4,0.08,0.152,0.978,0.0072,W
2.24,0.5005,-13.36,3.49,35.17,98.1,0.077,0.151,0.981,0.0045,W
2.25,0.053,-14.24,3.38,18.9,98.3,0.081,0.15,0.974,0.0107,W
2.26,-0.1859,-10.77,4.96,-11.84,98.3,0.08,0.148,0.981,0.0044,W
2.27,-0.2866,-15.9,7.95,-22.61,98.2,0.081,0.154,0.978,0.0067,W
2.28,-0.2906,-37.78,0.39,-20.41,97.9,0.075,0.15,0.975,0.0103,W
2.29,-0.1641,-33.4,5.44,-12.93,98.4,0.08,0.148,0.986,0.0,W
2.3,-0.0787,1.46,2.49,-9.37,98.1,0.083,0.153,0.98,0.0049,W
2.31,-0.0184,10.05,6.1,-10.3,98.5,0.077,0.15,0.983,0.0029,W
2.32,-0.0392,8.48,0.54,-3.35,98.2,0.079,0.149,0.979,0.0066,W
2.33,-0.004,4.52,-4.72,9.9,98.0,0.079,0.15,0.982,0.0037,W
2.34,0.0487,-1.11,-4.95,35.22,98.5,0.076,0.146,0.982,0.0042,W
2.35,0.0177,24.78,-2.59,37.15,98.3,0.075,0.15,0.983,0.0032,W
2.36,0.0395,21.72,3.79,12.57,98.0,0.081,0.155,0.983,0.0014,W
2.37,0.0309,-8.04,-0.49,-7.53,98.4,0.083,0.148,0.974,0.011,W
2.38,0.1511,-6.25,-1.48,-26.0,98.6,0.079,0.149,0.976,0.0099,W
2.39,0.1385,-4.0,-6.08,-21.99,98.4,0.078,0.149,0.974,0.0112,W
2.4,0.2069,-1.43,5.21,-12.77,98.0,0.08,0.15,0.982,0.0038,W
2.41,0.2466,17.61,2.16,-8.44,98.1,0.085,0.151,0.986,0.0008,W
2.42,0.2756,25.2,2.2,-9.31,98.2,0.089,0.153,0.977,0.0067,W
2.43,0.2627,-1.28,2.58,2.2,98.2,0.085,0.151,0.978,0.0065,W
2.44,0.3121,-22.48,1.14,16.09,98.1,0.085,0.152,0.979,0.0058,W
2.45,0.2717,-2.43,1.2,28.96,98.5,0.078,0.15,0.987,0.0016,W
2.46,0.2522,31.25,0.25,24.64,98.4,0.079,0.154,0.985,0.0002,W
2.47,0.226,23.26,8.49,6.4,98.3,0.074,0.15,0.979,0.0071,W
2.48,0.1791,-5.16,-3.14,-21.54,98.1,0.076,0.15,0.986,0.0001,W
2.49,0.1335,3.42,4.16,-26.95,98.3,0.079,0.156,0.976,0.0087,W
2.5,0.0697,17.36,0.27,-32.85,98.1,0.087,0.152,0.983,0.0015,W
2.51,0.0404,11.61,2.69,-13.64,98.3,0.081,0.151,0.984,0.0012,W
2.52,-0.0111,-18.56,4.88,-0.24,98.2,0.082,0.152,0.981,0.0038,W
2.53,0.01,-28.98,7.73,7.1,98.2,0.08,0.148,0.982,0.0037,W
2.54,0.0065,4.25,8.33,12.4,98.5,0.077,0.145,0.976,0.0106,W
2.55,0.0295,8.23,10.52,20.53,98.1,0.081,0.152,0.975,0.01,W
2.56,-0.0471,0.12,-1.61,26.1,98.2,0.076,0.149,0.983,0.0031,W
2.57,-0.0648,5.06,-1.03,26.59,98.0,0.087,0.148,0.981,0.0038,W
2.58,-0.0164,0.03,-4.63,7.35,98.3,0.08,0.146,0.979,0.0069,W
2.59,-0.0326,-20.8,-2.03,-23.24,98.4,0.083,0.148,0.983,0.0028,W
2.6,-0.027,-38.64,-1.79,-33.94,97.8,0.081,0.149,0.978,0.0071,W
2.61,-0.037,-27.77,-2.04,-23.21,98.2,0.076,0.152,0.987,0.0012,W
2.62,-0.0702,-18.19,-5.88,-11.73,98.3,0.074,0.148,0.98,0.0065,W
2.63,-0.0408,-7.53,3.51,10.32,98.5,0.082,0.154,0.98,0.0045,W
2.64,-0.053,6.77,-3.15,7.91,98.2,0.077,0.147,0.977,0.0093,W
2.65,-0.0462,-0.21,-4.05,15.03,98.5,0.08,0.154,0.98,0.0051,W
2.66,-0.057,-8.01,-3.3,16.32,98.2,0.081,0.146,0.973,0.013,W
2.67,-0.0423,-3.78,-0.77,17.93,98.1,0.075,0.152,0.976,0.0093,W
2.68,-0.0558,4.64,-1.37,16.5,98.0,0.083,0.15,0.983,0.0018,W
2.69,-0.0567,-8.46,-0.78,-0.79,98.3,0.075,0.149,0.977,0.009,W
2.7,-0.0438,-22.91,-1.83,-25.64,98.0,0.08,0.148,0.979,0.007,W
2.71,-0.0207,4.83,7.75,-37.09,98.2,0.077,0.151,0.98,0.006,W
2.72,-0.0484,22.82,2.24,-21.78,98.3,0.08,0.149,0.974,0.0119,W
2.73,-0.069,21.35,-1.99,-4.82,98.3,0.085,0.151,0.978,0.0062,W
2.74,-0.0291,20.16,1.26,4.44,98.4,0.08,0.149,0.978,0.0072,W
2.75,-0.0678,-3.17,-0.84,19.18,98.4,0.082,0.149,0.98,0.0056,W
2.76,-0.0596,-16.57,-0.94,7.25,98.2,0.078,0.147,0.981,0.0053,W
2.77,-0.0682,1.82,-2.32,9.85,98.2,0.084,0.151,0.976,0.0091,W
2.78,-0.0806,25.53,7.69,15.39,97.9,0.083,0.147,0.981,0.0047,W
2.79,-0.0644,24.55,2.71,15.63,98.3,0.078,0.15,0.978,0.0079,W
2.8,-0.0653,4.91,3.02,-14.51,98.3,0.083,0.153,0.979,0.0058,W
2.81,-0.0046,-2.26,-3.5,-31.15,98.2,0.08,0.152,0.982,0.0032,W
2.82,-0.0728,-10.92,-4.79,-30.55,98.4,0.084,0.148,0.98,0.0052,W
2.83,-0.0661,-21.53,0.41,-30.37,98.5,0.083,0.146,0.982,0.0042,W
2.84,-0.0141,-4.81,1.73,-3.15,98.1,0.079,0.149,0.981,0.0046,W
2.85,-0.06,-5.78,3.07,19.42,98.3,0.074,0.155,0.983,0.0021,W
2.86,-0.0411,-18.33,5.42,8.03,98.4,0.077,0.15,0.985,0.0008,W
2.87,-0.0643,5.08,3.49,14.07,98.4,0.083,0.151,0.98,0.0046,W
2.88,-0.0203,7.76,-6.4,9.35,98.3,0.078,0.143,0.983,0.0031,W
2.89,-0.0628,-2.51,-0.43,0.99,98.2,0.078,0.151,0.98,0.0053,W
2.9,-0.0329,9.93,-1.6,8.02,98.2,0.075,0.146,0.974,0.0121,W
2.91,-0.0043,5.1,3.82,-13.11,98.1,0.082,0.146,0.979,0.0063,W
2.92,0.0124,-9.97,5.81,-34.18,97.9,0.077,0.149,0.979,0.0063,W
2.93,0.0435,-13.91,13.0,-34.15,98.3,0.079,0.15,0.972,0.0132,W
2.94,0.0497,-9.39,-5.45,-17.46,98.0,0.077,0.155,0.983,0.0017,W
2.95,0.1163,-1.2,-3.92,9.24,98.2,0.083,0.147,0.977,0.0083,W
2.96,0.084,4.31,11.05,29.13,98.4,0.078,0.148,0.982,0.0036,W
2.97,0.0675,12.62,10.44,34.74,98.1,0.085,0.151,0.984,0.0009,W
2.98,0.0515,15.23,-2.53,13.0,98.3,0.077,0.144,0.978,0.0088,W
2.99,0.0315,4.33,-4.14,2.06,98.3,0.08,0.145,0.98,0.0065,W
3.0,-0.0023,-10.91,-1.32,-1.39,98.3,0.082,0.153,0.984,0.0005,W
3.01,-0.0101,-12.44,1.54,-3.9,98.5,0.08,0.151,0.987,0.0017,W
3.02,-0.0258,-2.16,2.8,-21.32,98.1,0.082,0.155,0.982,0.0022,W
