timestamp_sec,ecg_mv,emg_uv,eog_uv,eeg_uv,spo2_pct,acc_x,acc_y,acc_z,motion_mag,sleep_stage
1.77,-0.2659,-87.51,-3.61,-33.2,97.6,0.084,0.142,0.978,0.0077,W
1.78,-0.2279,66.71,3.6,-21.76,97.4,0.079,0.146,0.985,0.0006,W
1.79,-0.0431,11.67,-2.99,13.95,97.4,0.077,0.149,0.979,0.0069,W
1.8,-0.0115,28.29,-2.94,21.3,97.5,0.077,0.152,0.981,0.0045,W
1.81,0.0197,-89.63,3.33,17.62,97.5,0.078,0.154,0.978,0.0069,W
1.82,0.0973,-27.44,2.74,15.52,97.5,0.083,0.152,0.981,0.0036,W
1.83,-0.0222,-73.92,-7.99,5.42,97.3,0.079,0.15,0.983,0.0027,W
1.84,0.0062,36.48,-8.49,10.03,97.7,0.084,0.15,0.974,0.0104,W
1.85,0.0218,67.51,-1.6,-1.67,97.2,0.075,0.149,0.979,0.0069,W
1.86,0.1329,12.72,-0.31,-18.98,97.7,0.08,0.148,0.98,0.006,W
1.87,0.1227,-4.93,-6.89,-37.86,97.5,0.082,0.147,0.984,0.0016,W
1.88,0.2203,-49.38,6.57,-36.84,97.4,0.081,0.146,0.977,0.0086,W
1.89,0.198,-50.03,-8.97,-9.62,97.4,0.082,0.15,0.983,0.0021,W
1.9,0.1999,2.42,4.5,24.5,97.3,0.075,0.143,0.979,0.0073,W
1.91,0.2615,-93.4,-5.34,32.03,97.3,0.077,0.15,0.974,0.0115,W
1.92,0.2402,-109.65,3.3,20.56,97.4,0.083,0.144,0.979,0.0066,W
1.93,0.3391,17.52,8.24,8.86,97.6,0.077,0.148,0.979,0.0072,W
1.94,0.3554,0.79,1.46,-6.69,97.6,0.078,0.151,0.975,0.0098,W
1.95,0.379,-56.04,1.29,2.03,97.5,0.081,0.148,0.978,0.0072,W
1.96,0.2218,-42.67,-1.5,-5.18,97.3,0.085,0.148,0.982,0.0034,W
1.97,0.2271,-107.99,-1.79,-23.65,97.3,0.079,0.151,0.983,0.0026,W
1.98,0.1784,-53.68,-2.28,-28.16,97.5,0.081,0.145,0.978,0.0076,W
1.99,0.1662,63.58,-6.61,-26.35,97.4,0.072,0.15,0.981,0.0048,W
2.0,0.1233,1.43,-6.28,-2.64,97.7,0.082,0.149,0.982,0.0037,W
2.01,0.1051,13.02,1.62,21.26,97.6,0.089,0.148,0.977,0.0079,W
2.02,0.0042,-16.0,2.37,41.19,97.3,0.084,0.142,0.976,0.0101,W
2.03,0.0085,-28.84,-7.23,18.72,97.2,0.079,0.149,0.982,0.0033,W
2.04,-0.0559,-38.48,-1.77,2.0,97.7,0.079,0.151,0.979,0.0059,W
2.05,-0.0086,0.63,3.27,-6.31,97.3,0.077,0.152,0.978,0.007,W
2.06,0.0722,47.61,1.87,-7.11,97.5,0.074,0.143,0.978,0.0085,W
2.07,-0.0154,71.09,-3.86,-14.9,97.3,0.084,0.148,0.977,0.0085,W
2.08,-0.0753,12.59,3.25,-26.17,97.2,0.077,0.148,0.98,0.0063,W
2.09,0.0223,-32.6,-4.06,-25.53,97.5,0.077,0.151,0.983,0.0029,W
2.1,0.0143,-142.07,-0.99,-13.3,97.6,0.077,0.151,0.978,0.0077,W
2.11,-0.0584,-147.54,-1.84,5.45,97.2,0.082,0.147,0.981,0.0044,W
2.12,0.0394,-94.74,-3.57,38.12,97.4,0.081,0.148,0.979,0.0065,W
2.13,-0.0512,-73.18,-2.23,25.85,97.5,0.076,0.15,0.978,0.0075,W
2.14,-0.0346,-57.74,-5.73,15.08,97.3,0.081,0.152,0.979,0.0064,W
2.15,0.0039,-51.64,3.97,-6.34,97.6,0.08,0.151,0.982,0.0034,W
2.16,-0.0355,54.86,0.98,-3.34,97.4,0.085,0.151,0.984,0.0006,W
2.17,-0.0213,-89.25,-3.38,-9.92,97.4,0.081,0.154,0.983,0.0015,W
2.18,0.0191,-38.79,-0.32,-20.63,97.3,0.079,0.15,0.978,0.0076,W
2.19,-0.0064,-25.55,-5.85,-16.65,97.0,0.083,0.149,0.981,0.0045,W
2.2,-0.0154,-9.17,-4.15,-21.89,97.0,0.079,0.149,0.982,0.0032,W
2.21,-0.0152,-3.9,1.79,-7.63,97.1,0.078,0.153,0.98,0.0047,W
2.22,0.0138,-8.22,4.22,13.17,97.3,0.079,0.153,0.977,0.0079,W
2.23,0.0186,-2.57,-14.09,26.58,97.6,0.08,0.154,0.981,0.004,W
2.24,-0.0275,-1.85,1.07,33.25,97.0,0.078,0.15,0.977,0.0082,W
2.25,0.0209,-16.3,-7.54,14.37,97.4,0.08,0.15,0.981,0.0049,W
2.26,0.0658,-27.86,-6.84,-1.42,97.6,0.081,0.151,0.975,0.0101,W
2.27,0.0924,-9.66,-0.81,-19.22,97.3,0.079,0.152,0.971,0.0141,W
2.28,0.1243,11.9,-14.1,-14.58,97.1,0.082,0.146,0.978,0.0077,W
2.29,0.0901,-3.86,-6.01,-21.12,97.2,0.08,0.146,0.983,0.0033,W
2.3,0.0523,-17.98,-3.05,-11.16,97.3,0.074,0.149,0.978,0.0079,W
2.31,0.0319,-11.98,-3.49,-12.97,97.3,0.081,0.151,0.981,0.0044,W
2.32,-0.0617,-18.69,1.52,-10.64,97.5,0.08,0.152,0.977,0.008,W
2.33,0.0123,-36.27,7.93,9.78,97.6,0.08,0.146,0.979,0.0071,W
2.34,-0.0905,-25.66,2.62,36.36,97.4,0.084,0.15,0.978,0.0072,W
2.35,-0.0539,-5.59,7.31,25.62,97.3,0.079,0.151,0.98,0.0055,W
2.36,-0.0261,-16.46,1.21,18.24,97.3,0.079,0.147,0.982,0.0042,W
2.37,-0.0741,-20.24,0.59,-10.12,97.3,0.081,0.151,0.983,0.0024,W
2.38,-0.0311,-3.79,-2.45,-30.29,97.2,0.076,0.152,0.984,0.0015,W
2.39,-0.0324,-3.95,-16.37,-23.52,97.2,0.079,0.143,0.976,0.0105,W
2.4,-0.1195,-13.4,-8.61,-10.75,97.5,0.075,0.145,0.977,0.0092,W
2.41,-0.1189,-14.04,4.26,-3.88,96.9,0.086,0.156,0.984,0.0001,W
2.42,0.2056,1.45,-4.01,-0.76,97.1,0.081,0.144,0.975,0.0107,W
2.43,0.5877,21.93,-7.25,-3.9,97.4,0.074,0.155,0.98,0.0055,W
2.44,1.1335,27.54,5.64,18.24,97.1,0.082,0.15,0.979,0.0062,W
2.45,1.1922,22.6,1.41,34.65,97.2,0.079,0.152,0.983,0.0018,W
2.46,0.6856,24.59,-1.94,34.1,97.3,0.074,0.148,0.978,0.0081,W
2.47,0.2128,25.55,-9.74,8.33,97.1,0.075,0.147,0.98,0.0058,W
2.48,-0.1671,20.3,-8.19,-18.63,96.9,0.087,0.149,0.98,0.0049,W
2.49,-0.3103,-6.31,-4.03,-27.4,96.9,0.078,0.155,0.982,0.0032,W
2.5,-0.4125,-27.21,-3.3,-28.82,97.2,0.079,0.153,0.982,0.0034,W
2.51,-0.2432,-4.83,-0.52,-12.23,96.8,0.083,0.145,0.981,0.0052,W
2.52,-0.1753,11.98,0.9,7.67,97.0,0.084,0.151,0.976,0.0091,W
2.53,-0.1294,2.46,-4.92,3.54,97.2,0.085,0.15,0.977,0.0079,W
2.54,-0.0683,-29.47,-4.92,5.36,96.9,0.084,0.148,0.982,0.0038,W
2.55,-0.031,-43.29,14.31,19.57,97.0,0.077,0.146,0.979,0.0073,W
2.56,-0.0311,-10.98,-6.35,30.23,97.1,0.077,0.149,0.982,0.0036,W
2.57,0.0276,4.53,3.72,28.65,96.7,0.077,0.153,0.981,0.0038,W
2.58,0.027,-20.06,3.24,0.0,97.2,0.082,0.149,0.981,0.004,W
2.59,0.0898,-36.09,9.63,-19.21,97.1,0.08,0.151,0.98,0.0053,W
2.6,-0.0127,-12.68,-0.5,-40.38,96.9,0.084,0.15,0.981,0.0044,W
2.61,0.1034,21.76,0.61,-27.39,96.9,0.082,0.149,0.981,0.0043,W
2.62,0.1882,10.15,1.91,-5.32,97.2,0.078,0.15,0.979,0.0064,W
2.63,0.2033,-30.81,12.21,10.94,97.1,0.08,0.15,0.981,0.0042,W
2.64,0.2568,-14.9,-0.45,6.85,97.3,0.077,0.155,0.978,0.0069,W
2.65,0.287,29.32,8.32,6.78,97.0,0.079,0.145,0.987,0.0002,W
2.66,0.3057,31.57,-0.83,12.86,97.0,0.076,0.146,0.98,0.0061,W
2.67,0.2865,16.38,-9.23,20.67,97.1,0.085,0.149,0.975,0.0098,W
2.68,0.2897,5.58,1.57,19.33,96.8,0.083,0.147,0.982,0.0036,W
2.69,0.2435,-3.17,-4.22,-4.2,97.0,0.081,0.146,0.982,0.0041,W
2.7,0.2658,-30.1,-2.28,-29.34,97.1,0.082,0.143,0.981,0.0057,W
2.71,0.2133,-61.48,-0.65,-39.29,97.0,0.081,0.154,0.983,0.002,W
2.72,0.1568,-40.17,-5.94,-20.52,97.3,0.081,0.15,0.983,0.0022,W
2.73,0.0391,5.9,-9.14,7.77,97.1,0.083,0.154,0.977,0.0078,W
2.74,0.1122,9.83,4.85,17.95,97.0,0.08,0.149,0.98,0.0052,W
2.75,0.0307,-17.37,1.37,18.92,96.8,0.077,0.147,0.978,0.0084,W
2.76,-0.0471,-24.01,-0.79,13.01,96.6,0.079,0.146,0.977,0.0091,W
2.77,-0.0356,-9.85,2.7,23.5,97.1,0.079,0.152,0.979,0.0066,W
2.78,-0.0394,-12.47,0.32,19.59,97.0,0.078,0.151,0.981,0.0046,W
2.79,-0.0039,-20.81,4.61,10.26,96.9,0.081,0.15,0.978,0.0075,W
2.8,-0.0627,-3.23,1.15,-8.61,96.8,0.082,0.147,0.979,0.0061,W
2.81,-0.0131,3.71,0.65,-29.64,96.8,0.084,0.15,0.979,0.0059,W
2.82,-0.0973,-35.29,2.84,-36.56,97.2,0.081,0.15,0.983,0.0019,W
2.83,-0.0948,-65.21,-3.17,-16.54,96.9,0.077,0.151,0.978,0.0071,W
2.84,-0.0057,-64.38,1.81,6.33,97.0,0.081,0.146,0.981,0.0052,W
2.85,-0.0514,-57.92,-3.15,18.64,96.7,0.077,0.148,0.981,0.0046,W
2.86,0.0081,-40.73,1.5,20.36,97.4,0.077,0.151,0.983,0.0025,W
2.87,-0.0191,-18.5,0.72,14.41,96.8,0.086,0.155,0.971,0.0131,W
2.88,-0.06,-4.91,-8.24,15.42,96.8,0.09,0.155,0.976,0.0075,W
2.89,-0.083,-1.3,4.56,12.89,97.1,0.082,0.149,0.981,0.0042,W
2.9,0.035,-5.46,-2.46,0.25,96.7,0.083,0.146,0.981,0.0051,W
2.91,0.0068,-14.27,1.3,-9.22,96.7,0.08,0.152,0.98,0.005,W
2.92,0.098,-4.76,0.23,-31.32,97.1,0.084,0.143,0.974,0.0122,W
2.93,-0.0132,11.23,-3.46,-33.67,96.9,0.081,0.147,0.981,0.0048,W
2.94,0.1175,3.18,5.91,-12.28,96.4,0.084,0.15,0.982,0.0029,W
2.95,0.0985,20.26,-1.19,7.28,96.6,0.079,0.15,0.981,0.0042,W
2.96,0.0833,48.09,10.09,21.27,96.7,0.08,0.15,0.98,0.0059,W
2.97,0.1431,24.57,1.66,32.8,96.9,0.083,0.152,0.98,0.0048,W
2.98,0.1497,4.65,3.87,13.0,96.7,0.078,0.154,0.981,0.0036,W
2.99,0.0704,20.37,3.49,0.75,97.1,0.08,0.154,0.975,0.0097,W
3.0,0.0242,14.81,1.11,-0.93,96.6,0.08,0.146,0.985,0.0013,W
3.01,0.0308,-32.2,-8.17,-5.22,96.5,0.081,0.147,0.98,0.0056,W
