timestamp_sec,ecg_mv,emg_uv,eog_uv,eeg_uv,spo2_pct,acc_x,acc_y,acc_z,motion_mag,sleep_stage
0.54,1.0202,40.67,1.32,5.34,98.0,0.084,0.153,0.978,0.0063,W
0.55,0.3858,60.49,8.91,16.79,97.8,0.077,0.155,0.981,0.0036,W
0.56,0.0237,19.08,-10.55,22.52,98.2,0.081,0.152,0.978,0.0074,W
0.57,-0.1826,-30.36,-7.99,22.09,98.0,0.077,0.153,0.976,0.0096,W
0.58,-0.2774,-31.79,-5.13,6.99,97.9,0.08,0.153,0.981,0.0039,W
0.59,-0.2049,-9.2,-8.64,-20.63,98.0,0.076,0.147,0.977,0.0089,W
0.6,-0.0971,-11.01,-12.73,-33.55,98.3,0.078,0.155,0.978,0.0071,W
0.61,0.029,-4.65,-0.76,-20.72,98.0,0.079,0.153,0.974,0.0109,W
0.62,-0.0131,-21.34,8.96,-11.44,98.2,0.082,0.145,0.977,0.0085,W
0.63,0.0825,-54.61,-5.35,14.7,98.0,0.081,0.152,0.978,0.0068,W
0.64,0.0848,-27.91,3.71,13.51,98.0,0.08,0.148,0.98,0.006,W
0.65,0.0624,34.42,1.09,5.64,98.0,0.078,0.152,0.981,0.0043,W
0.66,0.0494,72.92,7.42,12.73,98.2,0.079,0.155,0.975,0.0092,W
0.67,0.0542,48.74,-0.82,23.43,98.2,0.081,0.15,0.985,0.0006,W
0.68,0.1184,8.58,-0.83,22.09,98.1,0.078,0.149,0.979,0.0071,W
0.69,0.2044,14.02,0.82,-3.91,98.1,0.078,0.151,0.982,0.0032,W
0.7,0.2597,22.1,4.42,-28.47,98.1,0.077,0.148,0.976,0.0101,W
0.71,0.3192,-0.15,-4.09,-35.12,97.8,0.082,0.152,0.979,0.0055,W
0.72,0.3599,-8.75,6.73,-27.44,97.9,0.079,0.149,0.982,0.0036,W
0.73,0.3967,-1.17,-2.37,-5.24,97.9,0.082,0.148,0.976,0.009,W
0.74,0.4264,1.61,-7.0,14.06,98.1,0.08,0.157,0.979,0.005,W
0.75,0.3513,5.37,-12.64,15.8,98.1,0.085,0.152,0.982,0.0029,W
0.76,0.3152,0.98,-3.62,20.76,98.2,0.081,0.148,0.982,0.0033,W
0.77,0.3344,-7.0,3.01,12.05,98.1,0.077,0.152,0.979,0.0061,W
0.78,0.3525,-12.35,-3.18,20.26,98.0,0.078,0.149,0.978,0.0079,W
0.79,0.1833,-7.77,9.39,13.0,98.0,0.084,0.147,0.977,0.0083,W
0.8,0.2434,4.13,0.59,-11.85,97.9,0.078,0.151,0.981,0.0041,W
0.81,0.2717,-3.01,-2.2,-28.52,98.0,0.081,0.153,0.982,0.0024,W
0.82,0.1232,-11.41,1.54,-30.17,98.2,0.076,0.156,0.973,0.0113,W
0.83,0.1261,8.84,-2.81,-20.26,98.1,0.079,0.151,0.982,0.0033,W
0.84,0.0951,33.97,-0.93,1.25,98.0,0.076,0.148,0.977,0.0085,W
0.85,0.1217,16.05,-2.37,23.32,98.0,0.084,0.154,0.983,0.0015,W
0.86,0.1073,-32.27,-0.53,26.84,98.3,0.08,0.148,0.977,0.0085,W
0.87,0.027,-60.7,3.91,10.21,98.1,0.08,0.143,0.98,0.0063,W
0.88,0.1607,-62.02,3.29,12.2,98.2,0.082,0.146,0.978,0.0072,W
0.89,0.0186,-56.3,5.51,3.09,97.7,0.081,0.147,0.99,0.0039,W
0.9,0.0256,-50.26,2.01,7.44,98.1,0.083,0.151,0.98,0.0047,W
0.91,0.0347,-16.71,4.32,-12.07,98.1,0.085,0.147,0.979,0.006,W
0.92,0.1366,-3.52,2.58,-28.06,98.1,0.079,0.144,0.983,0.0038,W
0.93,0.0384,-30.8,-9.1,-33.61,98.2,0.087,0.144,0.985,0.0004,W
0.94,0.1042,-29.48,2.09,-27.53,98.1,0.08,0.149,0.973,0.0122,W
0.95,0.0017,-36.46,5.34,11.28,98.2,0.079,0.146,0.977,0.0087,W
0.96,0.059,-46.03,-1.8,30.8,97.9,0.081,0.15,0.981,0.0045,W
0.97,-0.0701,-18.63,4.01,25.84,98.2,0.081,0.152,0.984,0.0006,W
0.98,0.015,-9.09,-1.44,13.1,98.0,0.079,0.154,0.983,0.0022,W
0.99,0.1204,-11.43,-1.54,3.66,98.1,0.083,0.149,0.981,0.0044,W
1.0,0.0603,-10.47,0.42,-0.1,98.0,0.08,0.148,0.982,0.0041,W
1.01,0.0799,-1.48,-5.34,-6.61,98.2,0.082,0.149,0.981,0.0042,W
1.02,0.0857,33.38,2.46,-1.21,98.1,0.078,0.152,0.973,0.0124,W
1.03,0.0545,54.58,0.62,-26.77,98.3,0.081,0.157,0.979,0.0055,W
1.04,0.1361,24.64,7.28,-31.14,97.9,0.077,0.147,0.978,0.0075,W
1.05,0.0772,-31.42,-3.91,-14.08,98.3,0.076,0.149,0.979,0.0065,W
1.06,0.1909,-38.96,-1.89,20.21,98.1,0.083,0.151,0.983,0.0017,W
1.07,0.1685,-2.37,8.66,27.11,98.3,0.081,0.152,0.985,0.0006,W
1.08,0.251,12.72,1.81,28.48,98.0,0.08,0.147,0.98,0.0056,W
1.09,0.0779,25.52,8.91,13.37,98.3,0.084,0.148,0.981,0.0045,W
1.1,0.2068,23.13,-6.76,0.81,98.3,0.079,0.154,0.984,0.0011,W
1.11,0.1644,-16.12,-2.53,-2.43,98.0,0.078,0.15,0.977,0.0082,W
1.12,0.1116,-25.27,-1.25,-10.02,98.2,0.077,0.155,0.983,0.0022,W
1.13,0.0325,-9.96,-2.67,-15.56,98.1,0.082,0.152,0.981,0.0042,W
1.14,0.0408,-10.39,-3.31,-17.54,98.2,0.087,0.15,0.983,0.0023,W
1.15,0.0519,-22.37,-2.86,-21.69,98.4,0.082,0.155,0.979,0.0051,W
1.16,0.0855,-20.71,0.88,-7.24,98.2,0.081,0.148,0.977,0.0087,W
1.17,0.0138,-19.79,6.97,25.76,98.1,0.08,0.15,0.983,0.0029,W
1.18,0.0945,-32.44,-1.31,39.03,98.2,0.075,0.148,0.984,0.0024,W
1.19,-0.0692,-13.4,-1.41,28.04,97.9,0.078,0.147,0.981,0.005,W
1.2,-0.0942,9.54,-2.53,9.59,98.2,0.079,0.15,0.975,0.01,W
1.21,0.2547,18.73,-0.2,-5.75,98.1,0.083,0.147,0.969,0.0166,W
1.22,0.7714,5.84,1.14,-14.26,98.6,0.087,0.149,0.982,0.0034,W
1.23,1.1509,-20.73,10.29,-13.58,98.0,0.079,0.148,0.979,0.0068,W
1.24,1.2603,4.17,-0.62,-10.02,98.3,0.082,0.152,0.978,0.0066,W
1.25,0.8524,39.72,-5.87,-17.87,98.0,0.079,0.153,0.98,0.0047,W
1.26,0.3703,46.98,2.33,-14.1,98.4,0.08,0.155,0.978,0.0066,W
1.27,-0.0853,50.46,0.91,-0.63,98.1,0.085,0.154,0.985,0.0006,W
1.28,-0.2669,37.97,3.07,26.37,98.5,0.084,0.143,0.974,0.0114,W
1.29,-0.2443,-6.02,-1.17,41.51,98.0,0.078,0.151,0.983,0.002,W
1.3,-0.1975,-35.59,0.7,26.61,98.2,0.08,0.151,0.979,0.0058,W
1.31,-0.0358,-18.78,5.97,1.04,98.1,0.083,0.149,0.977,0.008,W
1.32,0.0275,-12.3,-0.81,-25.51,97.9,0.08,0.147,0.98,0.0062,W
1.33,-0.0323,-9.0,-8.4,-22.5,98.3,0.077,0.151,0.981,0.0043,W
1.34,0.0602,4.75,-5.68,-23.56,98.3,0.086,0.149,0.983,0.0016,W
1.35,0.077,-5.63,1.16,-17.14,98.2,0.081,0.151,0.983,0.0024,W
1.36,0.0729,-18.43,-9.92,-8.57,98.0,0.078,0.15,0.981,0.0044,W
1.37,0.0928,-18.3,-0.92,-9.23,98.0,0.084,0.151,0.98,0.0052,W
1.38,0.0283,5.1,-0.05,2.72,97.9,0.08,0.155,0.981,0.0037,W
1.39,0.065,24.69,5.1,33.01,98.1,0.085,0.148,0.976,0.0092,W
1.4,0.2334,29.34,0.75,42.61,98.1,0.078,0.147,0.98,0.0058,W
1.41,0.1529,38.7,6.63,23.85,98.2,0.079,0.149,0.978,0.0078,W
1.42,0.3333,36.08,-4.18,-0.96,97.8,0.075,0.144,0.979,0.0079,W
1.43,0.2956,38.97,-4.32,-26.98,98.1,0.081,0.151,0.984,0.0007,W
1.44,0.3192,30.96,2.44,-28.84,98.2,0.08,0.154,0.98,0.0043,W
1.45,0.3882,-0.28,-2.99,-20.04,98.1,0.074,0.156,0.981,0.0039,W
1.46,0.41,-16.78,-3.98,-6.54,98.1,0.08,0.151,0.98,0.0051,W
1.47,0.3842,1.21,-5.61,7.04,98.3,0.083,0.147,0.984,0.0014,W
1.48,0.3552,36.81,-6.57,-5.38,98.0,0.08,0.147,0.983,0.0025,W
1.49,0.333,40.98,-0.29,13.35,98.1,0.078,0.148,0.977,0.0084,W
1.5,0.3309,30.9,6.79,21.9,97.9,0.08,0.149,0.979,0.0068,W
1.51,0.1628,20.34,-8.52,30.82,98.1,0.082,0.148,0.978,0.0074,W
1.52,0.1057,-1.55,-1.54,18.44,98.2,0.08,0.15,0.978,0.0076,W
1.53,0.12,-9.37,-4.39,-12.11,98.0,0.073,0.147,0.979,0.0072,W
1.54,0.1166,-15.75,1.62,-24.79,98.1,0.078,0.147,0.982,0.0041,W
1.55,0.0448,-19.88,9.31,-23.32,98.5,0.081,0.147,0.976,0.0096,W
1.56,0.092,-19.94,4.88,-19.79,97.8,0.082,0.149,0.983,0.0019,W
1.57,0.1686,-33.09,11.79,-2.3,98.2,0.083,0.151,0.977,0.0077,W
1.58,0.0516,-34.11,4.77,7.79,98.2,0.08,0.151,0.981,0.004,W
1.59,0.0409,1.7,1.15,14.31,98.2,0.079,0.148,0.976,0.0096,W
1.6,0.0375,37.46,-2.91,7.85,98.2,0.076,0.149,0.979,0.0071,W
1.61,-0.0107,30.02,7.86,21.5,98.1,0.082,0.147,0.98,0.0054,W
1.62,0.0187,15.49,1.53,31.89,98.0,0.08,0.158,0.977,0.0067,W
1.63,0.0334,50.47,8.99,18.27,98.1,0.077,0.146,0.983,0.0031,W
1.64,-0.0817,97.72,0.59,-13.52,98.1,0.078,0.152,0.98,0.0048,W
1.65,-0.0596,73.23,-0.32,-33.84,97.9,0.08,0.153,0.982,0.0032,W
1.66,0.0679,14.33,-0.69,-33.85,98.0,0.081,0.15,0.979,0.0061,W
1.67,-0.0134,4.62,-3.48,-18.64,98.2,0.08,0.151,0.981,0.0045,W
1.68,0.0588,-1.87,2.4,1.13,98.2,0.08,0.149,0.98,0.0054,W
1.69,-0.0364,-32.46,-1.08,12.46,98.0,0.079,0.152,0.985,0.0006,W
1.7,0.0498,-38.85,-4.98,13.46,98.0,0.084,0.153,0.982,0.0029,W
1.71,0.0177,-21.04,9.68,11.31,98.3,0.077,0.149,0.98,0.0059,W
1.72,-0.0138,14.08,3.66,13.55,98.4,0.078,0.149,0.981,0.0042,W
1.73,-0.0456,31.46,-6.33,22.48,98.1,0.088,0.145,0.983,0.0023,W
1.74,0.0867,31.8,4.8,8.75,98.2,0.082,0.144,0.981,0.0054,W
1.75,0.0123,52.39,1.2,-12.81,98.1,0.082,0.15,0.978,0.0068,W
1.76,0.1225,35.23,1.15,-34.31,98.4,0.087,0.15,0.981,0.0037,W
1.77,0.1236,-7.69,1.96,-29.33,98.2,0.077,0.147,0.984,0.0017,W
1.78,-0.0083,-10.73,-9.74,-8.79,98.1,0.082,0.149,0.976,0.0092,W
1.79,0.1696,-8.74,-3.0,13.68,98.2,0.08,0.149,0.98,0.0055,W
1.8,0.1719,-15.21,1.67,18.55,98.1,0.082,0.149,0.98,0.0049,W
1.81,0.0654,-28.99,3.94,15.22,98.3,0.079,0.151,0.977,0.0082,W
1.82,0.0439,-37.25,-5.94,6.07,98.2,0.081,0.15,0.981,0.0041,W
1.83,0.0328,-14.38,-7.57,16.13,98.3,0.082,0.151,0.98,0.0047,W
1.84,0.0481,-20.25,-2.26,12.37,97.9,0.077,0.154,0.979,0.0058,W
1.85,-0.0833,-50.93,-1.92,1.24,98.5,0.077,0.148,0.978,0.0079,W
1.86,-0.0079,-28.82,7.2,-21.19,98.0,0.082,0.152,0.975,0.0097,W
1.87,0.0052,26.18,-4.8,-38.73,97.6,0.077,0.147,0.978,0.0083,W
1.88,0.0371,41.8,0.26,-22.84,98.1,0.086,0.155,0.983,0.0014,W
1.89,0.0261,20.15,-0.89,-6.86,97.9,0.081,0.147,0.983,0.0024,W
1.9,-0.0356,8.88,0.31,16.41,98.0,0.077,0.151,0.984,0.0018,W
1.91,-0.086,2.94,-2.59,29.57,98.2,0.082,0.154,0.978,0.0069,W
1.92,0.0279,0.37,-5.52,21.91,98.1,0.078,0.15,0.98,0.0056,W
1.93,0.2873,11.41,-3.64,14.25,97.9,0.083,0.158,0.978,0.0057,W
1.94,0.8427,67.14,4.36,10.43,98.2,0.078,0.151,0.978,0.0071,W
1.95,1.1493,107.66,6.64,-2.0,98.0,0.082,0.15,0.983,0.0024,W
1.96,1.1244,45.18,-4.84,-7.57,98.2,0.079,0.147,0.977,0.0093,W
1.97,0.6644,-4.59,-2.04,-23.73,98.3,0.078,0.147,0.98,0.006,W
1.98,0.06,20.15,6.71,-34.47,98.0,0.082,0.149,0.978,0.0078,W
1.99,-0.1672,5.9,3.59,-21.44,98.1,0.083,0.15,0.975,0.0101,W
2.0,-0.4405,-29.27,1.01,1.22,98.2,0.082,0.149,0.977,0.008,W
2.01,-0.2717,10.68,3.36,24.85,98.3,0.071,0.151,0.981,0.005,W
2.02,-0.1056,21.11,9.19,31.21,97.9,0.082,0.151,0.977,0.008,W
2.03,-0.0498,-42.5,2.81,26.57,98.3,0.081,0.151,0.98,0.0053,W
2.04,-0.0408,-75.48,10.45,10.27,98.2,0.078,0.151,0.984,0.0017,W
2.05,-0.132,-54.47,2.22,-5.44,98.3,0.08,0.148,0.985,0.0003,W
2.06,-0.0751,-20.62,-0.24,0.98,98.0,0.081,0.15,0.975,0.0106,W
2.07,0.0407,-0.64,-6.36,-9.27,98.4,0.082,0.149,0.978,0.0071,W
2.08,0.063,12.92,-0.03,-26.41,98.4,0.083,0.152,0.985,0.0003,W
2.09,-0.0083,-13.02,3.29,-29.19,98.1,0.078,0.15,0.982,0.0031,W
2.1,0.0527,-39.7,-0.35,-16.31,98.0,0.082,0.147,0.982,0.0036,W
2.11,0.1623,-20.39,1.67,-4.04,98.0,0.082,0.149,0.98,0.0057,W
2.12,0.0943,-39.25,-0.4,26.37,98.3,0.078,0.152,0.984,0.001,W
2.13,0.2138,-79.95,-6.54,36.09,98.1,0.077,0.15,0.978,0.0072,W
2.14,0.2181,-75.32,-0.82,24.1,98.1,0.076,0.152,0.983,0.0021,W
2.15,0.2639,-49.44,-2.41,1.82,97.9,0.079,0.146,0.979,0.0065,W
2.16,0.3111,-24.45,-3.61,-11.71,97.9,0.074,0.146,0.986,0.0001,W
2.17,0.2881,10.94,1.57,-14.28,98.2,0.08,0.15,0.98,0.0054,W
2.18,0.2843,22.29,-8.62,-4.02,98.4,0.079,0.152,0.984,0.0015,W
2.19,0.2125,-0.42,-3.16,-9.18,98.3,0.084,0.148,0.976,0.0098,W
2.2,0.2969,0.96,-0.33,-22.21,98.3,0.087,0.147,0.978,0.0068,W
2.21,0.2682,-6.19,1.0,-15.55,98.1,0.082,0.15,0.977,0.0085,W
2.22,0.2042,-17.37,5.31,11.57,98.2,0.079,0.155,0.976,0.0089,W
2.23,0.061,13.99,6.48,35.33,98.5,0.074,0.152,0.98,0.006,W
2.24,0.0517,5.46,-3.97,39.42,98.0,0.085,0.143,0.981,0.0048,W
2.25,0.0101,-38.88,-8.02,20.73,98.3,0.079,0.152,0.981,0.0044,W
2.26,0.0625,-19.31,2.49,-3.84,98.1,0.083,0.146,0.976,0.0092,W
2.27,0.0276,24.03,5.36,-17.03,98.3,0.08,0.15,0.982,0.0039,W
2.28,0.0293,24.09,-4.94,-25.31,98.3,0.081,0.149,0.977,0.0079,W
2.29,-0.0563,16.53,8.75,-16.45,98.2,0.083,0.15,0.98,0.0053,W
2.3,-0.0624,14.82,-6.18,-13.26,98.3,0.087,0.148,0.984,0.0013,W
2.31,-0.1254,20.18,-3.51,-11.09,98.2,0.079,0.159,0.982,0.0023,W
2.32,-0.117,30.58,9.0,-12.3,98.2,0.083,0.152,0.979,0.0055,W
2.33,-0.0168,18.84,-4.69,18.09,98.1,0.078,0.151,0.978,0.0078,W
2.34,-0.0767,7.6,4.44,38.16,98.2,0.085,0.146,0.979,0.0065,W
2.35,-0.0192,8.16,-9.66,28.59,98.1,0.089,0.149,0.974,0.0108,W
2.36,-0.0223,-2.04,1.66,11.71,98.3,0.08,0.154,0.979,0.0054,W
2.37,-0.0109,7.03,-4.8,-11.06,98.2,0.08,0.15,0.979,0.0063,W
2.38,-0.0736,30.9,2.54,-31.63,98.1,0.076,0.153,0.984,0.0011,W
2.39,-0.0879,40.16,1.18,-19.65,98.3,0.08,0.151,0.984,0.0016,W
2.4,-0.0497,66.07,1.76,-9.39,98.1,0.078,0.153,0.976,0.0089,W
2.41,-0.062,63.6,5.17,-3.73,97.9,0.087,0.149,0.981,0.0036,W
2.42,-0.083,37.19,1.62,-6.17,98.2,0.082,0.152,0.977,0.0077,W
2.43,-0.0209,23.5,-0.5,2.37,98.1,0.076,0.154,0.979,0.0059,W
2.44,0.1113,0.34,-5.5,13.64,98.4,0.081,0.15,0.98,0.0055,W
2.45,0.003,-0.83,-0.55,28.44,98.6,0.081,0.154,0.98,0.0049,W
2.46,0.0506,9.11,-2.97,33.05,98.2,0.079,0.151,0.984,0.001,W
2.47,0.1397,5.0,-3.45,4.29,98.3,0.078,0.153,0.983,0.002,W
2.48,0.123,0.23,6.11,-21.35,98.4,0.081,0.149,0.977,0.0087,W
2.49,0.0899,0.11,-6.29,-26.1,98.3,0.077,0.149,0.983,0.003,W
2.5,0.0335,1.63,8.31,-26.49,98.0,0.076,0.149,0.979,0.0064,W
2.51,0.1382,11.32,-2.18,-10.86,98.2,0.08,0.154,0.982,0.0033,W
2.52,0.039,13.83,6.77,1.29,98.3,0.077,0.152,0.982,0.0031,W
2.53,0.0214,-14.82,4.04,1.66,98.2,0.081,0.159,0.988,0.0044,W
2.54,-0.093,-16.88,0.04,4.31,98.4,0.08,0.148,0.983,0.003,W
2.55,-0.1044,32.42,11.2,21.19,98.3,0.077,0.149,0.977,0.0083,W
2.56,0.0234,39.64,9.8,28.82,98.4,0.085,0.158,0.98,0.0035,W
2.57,-0.0677,-6.82,-2.54,17.21,98.0,0.083,0.15,0.979,0.006,W
2.58,-0.0621,-21.15,-11.73,-1.01,98.4,0.084,0.154,0.98,0.0043,W
2.59,-0.006,10.16,-4.94,-29.87,98.3,0.081,0.152,0.977,0.0074,W
2.6,-0.1168,17.54,0.12,-36.45,98.1,0.079,0.15,0.981,0.0046,W
2.61,-0.1341,-18.06,-4.75,-28.29,98.0,0.073,0.144,0.981,0.0056,W
2.62,-0.0391,-9.63,-3.08,-5.62,98.0,0.081,0.152,0.978,0.0071,W
2.63,0.4048,7.34,-9.14,6.2,98.1,0.08,0.148,0.977,0.0085,W
2.64,0.8689,-24.42,2.0,12.83,98.3,0.08,0.147,0.982,0.0033,W
2.65,1.2357,-23.31,-1.83,7.28,97.8,0.078,0.146,0.983,0.0029,W
2.66,0.9452,5.33,0.12,22.77,98.1,0.085,0.151,0.979,0.0052,W
2.67,0.4905,27.19,-0.61,18.77,98.3,0.079,0.152,0.974,0.0114,W
2.68,0.1027,18.45,-0.29,18.81,98.2,0.076,0.148,0.984,0.0016,W
2.69,-0.1906,-20.08,6.9,2.48,98.2,0.079,0.152,0.975,0.0102,W
2.7,-0.3423,-2.59,0.22,-31.55,98.1,0.083,0.152,0.98,0.0045,W
2.71,-0.2803,21.02,-5.7,-35.04,98.1,0.077,0.154,0.98,0.0048,W
2.72,-0.2357,2.83,-4.69,-23.3,98.2,0.083,0.151,0.98,0.0048,W
2.73,-0.1624,1.92,5.9,-3.99,98.1,0.081,0.15,0.985,0.0004,W
2.74,-0.0207,2.35,-1.63,21.32,98.1,0.076,0.15,0.983,0.0029,W
2.75,0.0816,-10.18,-5.54,18.32,98.2,0.079,0.151,0.982,0.0032,W
2.76,0.0038,-15.15,-0.18,15.12,98.1,0.079,0.149,0.978,0.0072,W
2.77,-0.0283,-15.07,1.13,11.86,98.6,0.08,0.148,0.984,0.0019,W
2.78,-0.0263,-30.04,-6.63,16.07,98.2,0.079,0.152,0.977,0.0084,W
2.79,-0.0526,-32.98,2.19,8.64,97.9,0.073,0.143,0.982,0.0054,W
2.8,0.0357,-0.33,3.54,-6.15,98.1,0.079,0.153,0.983,0.0022,W
2.81,0.1321,21.56,-4.59,-34.71,98.2,0.081,0.148,0.983,0.0031,W
2.82,0.0912,14.32,-5.33,-27.4,98.5,0.08,0.147,0.982,0.0041,W
2.83,0.2079,-9.1,2.21,-21.15,98.3,0.078,0.154,0.979,0.0054,W
2.84,0.274,-16.24,-4.92,7.16,98.1,0.082,0.151,0.983,0.0019,W
2.85,0.2225,-0.01,5.91,28.14,98.1,0.081,0.146,0.981,0.0052,W
2.86,0.3402,-7.54,-0.36,16.81,98.4,0.076,0.15,0.984,0.0019,W
2.87,0.2732,-22.25,-0.71,19.23,98.3,0.08,0.147,0.981,0.0049,W
2.88,0.2639,-43.11,1.79,-1.14,98.1,0.077,0.147,0.983,0.003,W
2.89,0.2439,-54.87,0.06,12.84,98.4,0.078,0.153,0.981,0.0037,W
2.9,0.2769,-25.38,-0.55,0.84,98.2,0.079,0.148,0.979,0.0065,W
2.91,0.1922,-14.18,2.78,-4.33,98.3,0.082,0.152,0.975,0.0095,W
2.92,-0.0066,-16.25,4.67,-30.74,98.3,0.078,0.149,0.985,0.0003,W
2.93,0.1156,-25.48,10.47,-28.75,98.2,0.084,0.147,0.977,0.0082,W
2.94,0.0362,-44.84,12.22,-20.57,98.1,0.082,0.147,0.978,0.0071,W
2.95,-0.0171,-36.96,7.47,14.76,98.3,0.081,0.151,0.975,0.0101,W
2.96,-0.048,-32.74,0.73,31.26,98.2,0.078,0.146,0.982,0.0042,W
2.97,-0.0469,-18.46,-6.79,37.55,98.5,0.079,0.15,0.981,0.0047,W
2.98,0.0444,25.41,6.32,14.23,98.2,0.082,0.152,0.981,0.0038,W
2.99,-0.0376,29.94,-0.79,0.57,98.3,0.079,0.149,0.985,0.0008,W
3.0,-0.095,-13.36,11.34,1.44,98.2,0.087,0.151,0.978,0.0064,W
3.01,-0.04,-52.13,-5.97,-2.85,98.1,0.081,0.151,0.982,0.0034,W
3.02,-0.0244,-50.67,0.69,-11.6,98.1,0.083,0.151,0.979,0.006,W
