timestamp_sec,ecg_mv,emg_uv,eog_uv,eeg_uv,spo2_pct,acc_x,acc_y,acc_z,motion_mag,sleep_stage
0.74,0.9137,0.17,0.13,10.36,98.0,0.081,0.15,0.979,0.0061,W
0.75,1.3429,16.42,-4.83,20.68,98.2,0.077,0.146,0.98,0.0063,W
0.76,1.1189,38.51,3.83,19.48,98.3,0.078,0.15,0.983,0.003,W
0.77,0.6434,22.64,-3.24,11.56,98.0,0.076,0.15,0.985,0.0008,W
0.78,0.169,-26.71,3.66,21.94,98.2,0.081,0.153,0.988,0.003,W
0.79,-0.0836,-23.51,6.47,14.15,98.1,0.084,0.145,0.983,0.003,W
0.8,-0.2671,25.54,6.68,-10.86,97.9,0.075,0.155,0.979,0.006,W
0.81,-0.339,55.09,2.11,-32.23,98.0,0.077,0.147,0.983,0.0028,W
0.82,0.0192,25.71,-2.71,-35.5,98.0,0.088,0.148,0.981,0.0043,W
0.83,0.0511,-29.54,3.42,-29.79,98.1,0.082,0.155,0.982,0.0026,W
0.84,0.1766,-12.62,2.39,13.21,98.0,0.082,0.156,0.982,0.0026,W
0.85,0.0807,39.0,-6.19,28.29,98.1,0.083,0.15,0.979,0.0065,W
0.86,0.1949,26.99,5.16,23.9,98.4,0.082,0.147,0.982,0.0034,W
0.87,-0.0457,-17.8,4.3,12.59,98.1,0.077,0.15,0.977,0.0081,W
0.88,0.0457,-20.99,5.29,4.08,98.1,0.078,0.153,0.979,0.0061,W
0.89,0.0934,-21.01,-1.21,6.09,98.0,0.083,0.153,0.982,0.0024,W
0.9,0.208,-22.25,4.26,10.68,98.0,0.079,0.146,0.98,0.006,W
0.91,0.1628,7.7,-9.11,-19.69,98.1,0.078,0.146,0.981,0.0052,W
0.92,0.2266,20.69,-2.31,-32.6,98.1,0.08,0.147,0.976,0.0096,W
0.93,0.3031,33.02,1.63,-34.99,98.2,0.077,0.147,0.983,0.0035,W
0.94,0.3256,59.97,1.1,-16.49,98.1,0.081,0.156,0.978,0.0059,W
0.95,0.2985,42.12,-2.06,9.61,98.3,0.085,0.151,0.98,0.005,W
0.96,0.3735,10.17,-5.19,29.32,98.2,0.079,0.149,0.98,0.0058,W
0.97,0.383,9.99,2.11,25.9,98.3,0.077,0.152,0.976,0.0088,W
0.98,0.4497,-9.33,-1.73,1.95,98.1,0.081,0.147,0.984,0.0019,W
0.99,0.4128,-26.56,-5.29,6.32,98.0,0.077,0.146,0.978,0.0082,W
1.0,0.3016,-6.62,0.36,-2.8,98.1,0.079,0.148,0.982,0.0033,W
1.01,0.2956,-0.8,2.34,-7.62,98.2,0.074,0.152,0.981,0.0047,W
1.02,0.2643,3.87,7.46,-9.19,98.2,0.08,0.155,0.986,0.0015,W
1.03,0.196,32.63,-7.56,-27.78,97.8,0.082,0.153,0.972,0.0129,W
1.04,0.1108,26.68,0.96,-27.83,98.2,0.082,0.15,0.983,0.0021,W
1.05,0.2154,-6.39,3.01,-14.03,98.1,0.078,0.154,0.982,0.0029,W
1.06,0.095,-15.42,3.41,11.5,98.2,0.075,0.152,0.982,0.0033,W
1.07,0.0919,-5.36,-4.9,31.95,98.0,0.076,0.154,0.98,0.0046,W
1.08,0.126,-12.71,2.7,27.86,98.0,0.08,0.145,0.986,0.0002,W
1.09,0.1266,-42.97,0.65,0.63,98.0,0.084,0.151,0.98,0.0049,W
1.1,0.086,-44.63,-1.09,-0.44,98.2,0.079,0.149,0.984,0.0018,W
1.11,0.0757,-18.06,-0.63,-5.42,98.2,0.084,0.149,0.977,0.0084,W
1.12,0.0046,-0.52,6.02,-11.26,98.2,0.08,0.15,0.982,0.0035,W
1.13,-0.0231,16.4,4.86,-12.97,98.1,0.082,0.154,0.98,0.0046,W
1.14,0.03,30.55,-0.87,-28.84,98.1,0.081,0.148,0.983,0.003,W
1.15,0.0194,30.75,-0.64,-30.87,98.3,0.077,0.151,0.981,0.0046,W
1.16,0.0614,25.53,2.54,-11.31,97.9,0.078,0.153,0.98,0.0048,W
1.17,-0.0096,11.16,-7.44,31.65,97.9,0.086,0.153,0.986,0.0016,W
1.18,0.1245,-6.32,-6.46,34.56,98.0,0.074,0.145,0.976,0.0108,W
1.19,0.1109,-1.89,1.91,28.37,98.1,0.08,0.149,0.977,0.0088,W
1.2,-0.0152,-3.44,1.09,4.34,98.0,0.081,0.148,0.982,0.0033,W
1.21,0.1708,-30.39,4.93,-11.33,98.0,0.082,0.148,0.982,0.0034,W
1.22,0.2777,-42.29,-3.23,-22.65,98.3,0.084,0.151,0.977,0.0082,W
1.23,0.1633,-20.58,-8.05,-10.2,98.2,0.082,0.153,0.982,0.0027,W
1.24,0.1464,9.84,-1.76,-15.25,98.1,0.08,0.153,0.981,0.0037,W
1.25,0.0807,-5.37,1.26,-20.04,98.1,0.082,0.148,0.979,0.0065,W
1.26,0.0878,-15.09,-0.34,-15.34,98.1,0.078,0.153,0.982,0.0031,W
1.27,0.0775,-12.65,-0.86,0.13,98.5,0.082,0.153,0.981,0.0041,W
1.28,0.0176,-44.36,4.82,25.62,98.2,0.082,0.147,0.979,0.0068,W
1.29,0.1517,-37.22,2.7,36.36,98.0,0.086,0.151,0.98,0.0045,W
1.3,0.0283,1.11,-0.63,30.86,98.1,0.078,0.155,0.98,0.0042,W
1.31,0.0232,-1.58,1.29,8.73,98.2,0.081,0.151,0.98,0.0047,W
1.32,-0.0302,-17.26,-8.17,-21.03,98.1,0.078,0.148,0.98,0.0055,W
1.33,-0.1495,-6.26,-2.05,-18.68,98.2,0.084,0.151,0.981,0.0042,W
1.34,-0.063,13.65,-8.81,-13.14,97.9,0.079,0.154,0.979,0.0062,W
1.35,0.0892,0.23,6.37,-8.54,98.2,0.081,0.155,0.982,0.0025,W
1.36,0.3835,-36.19,4.44,-13.47,98.5,0.078,0.147,0.982,0.0042,W
1.37,0.917,-32.07,-0.15,-3.98,98.0,0.08,0.152,0.98,0.0054,W
1.38,1.2753,-11.04,-2.76,5.65,98.1,0.079,0.147,0.978,0.0073,W
1.39,1.1273,7.17,-1.46,30.31,98.1,0.081,0.149,0.981,0.0044,W
1.4,0.5064,30.69,-2.61,33.64,98.0,0.081,0.148,0.982,0.004,W
1.41,0.0714,34.11,-5.21,33.48,98.3,0.08,0.155,0.981,0.0039,W
1.42,-0.0802,3.58,-4.03,0.46,97.9,0.079,0.151,0.979,0.0066,W
1.43,-0.2866,-24.58,-4.07,-18.34,98.0,0.075,0.142,0.984,0.0027,W
1.44,-0.2316,-26.89,1.12,-29.19,98.1,0.083,0.154,0.979,0.0053,W
1.45,-0.0922,-27.9,-8.98,-20.83,97.9,0.084,0.153,0.982,0.0028,W
1.46,0.0786,-14.11,1.4,-11.85,98.2,0.082,0.15,0.98,0.0057,W
1.47,0.0457,-4.93,6.41,-3.95,98.3,0.08,0.144,0.983,0.0036,W
1.48,0.0898,-27.08,1.76,-4.44,98.3,0.085,0.152,0.981,0.0042,W
1.49,0.0366,-42.8,-6.63,11.36,98.3,0.078,0.154,0.976,0.0085,W
1.5,0.1195,-21.83,3.88,24.19,97.8,0.078,0.148,0.977,0.0086,W
1.51,0.0803,27.48,5.28,25.82,97.8,0.076,0.148,0.975,0.0115,W
1.52,0.1374,24.65,-2.06,18.08,98.3,0.079,0.148,0.975,0.0112,W
1.53,0.1187,-19.07,0.62,-4.17,98.3,0.081,0.15,0.983,0.0026,W
1.54,0.2316,-44.54,7.65,-32.99,98.0,0.08,0.151,0.979,0.0063,W
1.55,0.1857,-64.28,-2.36,-33.9,98.4,0.084,0.148,0.974,0.0113,W
1.56,0.2646,-30.38,8.18,-10.46,98.2,0.076,0.148,0.984,0.0019,W
1.57,0.3463,7.97,-6.47,-3.93,98.2,0.08,0.151,0.982,0.0033,W
1.58,0.1987,3.41,-4.98,11.8,98.2,0.077,0.151,0.98,0.0059,W
1.59,0.3975,9.49,1.44,3.98,98.3,0.075,0.149,0.976,0.0097,W
1.6,0.3805,19.58,3.66,10.59,98.3,0.079,0.15,0.978,0.0073,W
1.61,0.3684,9.06,-7.17,19.19,98.1,0.08,0.149,0.979,0.0062,W
1.62,0.3101,-1.88,-5.72,18.87,98.2,0.085,0.154,0.984,0.0002,W
1.63,0.2259,20.06,-1.24,9.95,98.1,0.084,0.147,0.979,0.0061,W
1.64,0.2876,38.96,-1.11,-14.25,98.1,0.083,0.15,0.979,0.0061,W
1.65,0.2599,12.03,0.32,-35.63,98.1,0.083,0.151,0.974,0.0109,W
1.66,0.1267,-16.32,1.97,-33.84,98.2,0.084,0.148,0.982,0.0032,W
1.67,0.1245,-16.17,-0.62,-16.96,98.4,0.081,0.151,0.977,0.008,W
1.68,0.1185,-20.51,2.03,10.04,97.9,0.078,0.151,0.976,0.009,W
1.69,0.1038,-30.34,8.37,6.59,98.3,0.084,0.15,0.976,0.0091,W
1.7,0.0499,-20.84,6.49,12.2,98.0,0.079,0.15,0.978,0.0075,W
1.71,0.0072,8.68,-1.55,9.96,97.9,0.081,0.149,0.978,0.0077,W
1.72,0.0415,10.98,-1.4,17.54,98.0,0.08,0.153,0.977,0.0078,W
1.73,0.0197,0.65,0.71,23.42,97.9,0.081,0.153,0.981,0.0034,W
1.74,0.0051,-4.18,0.36,8.82,97.9,0.083,0.151,0.979,0.0063,W
1.75,-0.0613,-23.99,1.47,-15.28,98.2,0.079,0.146,0.981,0.0055,W
1.76,-0.0255,-12.33,-3.09,-30.52,98.2,0.073,0.144,0.979,0.0081,W
1.77,-0.0761,14.87,13.53,-35.83,98.3,0.079,0.153,0.982,0.0027,W
1.78,-0.0637,23.42,-4.35,-5.28,98.2,0.08,0.148,0.974,0.0113,W
1.79,0.0072,24.55,-5.85,7.89,98.2,0.08,0.151,0.979,0.0059,W
1.8,-0.033,35.57,-1.28,21.61,98.2,0.078,0.153,0.981,0.0036,W
1.81,0.0957,55.82,6.48,14.72,98.0,0.082,0.146,0.981,0.0051,W
1.82,0.0334,43.88,-4.65,16.27,98.1,0.079,0.148,0.979,0.0066,W
1.83,0.1131,-1.76,-3.84,9.66,98.2,0.08,0.157,0.981,0.0033,W
1.84,0.0998,4.07,1.24,11.34,98.1,0.081,0.147,0.975,0.0102,W
1.85,0.0135,28.19,-5.98,-1.23,98.2,0.082,0.148,0.981,0.0046,W
1.86,0.1477,2.79,-2.22,-22.65,98.1,0.074,0.144,0.98,0.0069,W
1.87,0.1995,-8.11,-0.9,-36.81,98.3,0.083,0.153,0.99,0.0051,W
1.88,0.0193,-7.1,-6.68,-32.38,98.4,0.081,0.154,0.984,0.0011,W
1.89,0.0059,9.64,1.28,-7.37,98.3,0.082,0.148,0.986,0.0006,W
1.9,0.0278,43.97,0.23,18.03,98.2,0.08,0.154,0.978,0.0067,W
1.91,0.0244,29.48,2.54,30.12,97.9,0.078,0.152,0.976,0.0093,W
1.92,-0.0398,-2.39,-6.0,25.74,98.1,0.082,0.154,0.984,0.0007,W
1.93,-0.0335,22.75,6.03,8.68,98.3,0.084,0.15,0.981,0.0043,W
1.94,0.0716,30.7,0.37,3.69,98.0,0.08,0.146,0.975,0.0109,W
1.95,-0.0743,11.65,-2.45,-4.97,98.4,0.083,0.153,0.977,0.0077,W
1.96,-0.1961,29.01,3.31,-2.71,98.1,0.083,0.149,0.981,0.0041,W
1.97,-0.104,1.38,5.17,-27.29,98.2,0.083,0.154,0.981,0.004,W
1.98,0.0812,-37.18,6.7,-36.2,98.2,0.081,0.152,0.977,0.0076,W
1.99,0.4507,-27.48,0.43,-23.95,98.2,0.082,0.154,0.977,0.0076,W
2.0,1.0338,-27.73,-1.39,3.2,98.4,0.077,0.154,0.979,0.0059,W
2.01,1.2353,-14.77,4.27,18.67,98.2,0.08,0.149,0.981,0.0042,W
2.02,0.9366,-10.16,2.73,38.2,98.3,0.081,0.152,0.979,0.0061,W
2.03,0.55,-8.66,-6.27,20.67,98.1,0.082,0.148,0.979,0.0066,W
2.04,-0.0669,43.69,0.61,4.13,97.9,0.085,0.148,0.979,0.0066,W
2.05,-0.1539,56.32,-5.05,-4.57,98.1,0.079,0.15,0.984,0.0015,W
2.06,-0.2564,21.19,6.5,-7.08,98.3,0.078,0.152,0.985,0.0002,W
2.07,-0.2552,17.44,-5.99,-10.15,98.3,0.082,0.152,0.981,0.004,W
2.08,-0.1502,15.41,-2.02,-16.52,98.3,0.079,0.153,0.977,0.0082,W
2.09,-0.0313,-17.39,-3.31,-30.76,98.1,0.078,0.154,0.98,0.0047,W
2.1,-0.0239,-44.14,0.68,-12.81,98.2,0.078,0.15,0.98,0.006,W
2.11,0.0316,-46.98,3.4,5.75,98.0,0.083,0.145,0.981,0.0048,W
2.12,-0.0242,-47.51,2.58,28.82,98.3,0.082,0.151,0.981,0.004,W
2.13,-0.0377,-40.48,0.88,40.65,98.5,0.079,0.146,0.98,0.0058,W
2.14,-0.0045,-25.5,-7.05,20.25,98.1,0.081,0.156,0.98,0.004,W
2.15,0.0344,-18.33,-3.43,5.92,98.4,0.079,0.151,0.98,0.0057,W
2.16,0.0415,-25.52,-6.11,-8.06,98.0,0.076,0.147,0.983,0.0029,W
2.17,0.1883,-32.04,1.17,-19.5,98.3,0.083,0.15,0.985,0.0002,W
2.18,0.1919,-7.25,2.16,-10.04,98.2,0.079,0.148,0.973,0.0125,W
2.19,0.2794,30.46,7.7,-19.6,98.2,0.078,0.146,0.978,0.0084,W
2.2,0.2215,43.35,-2.8,-22.66,98.4,0.075,0.15,0.979,0.0063,W
2.21,0.3484,42.38,7.19,-10.1,98.4,0.078,0.154,0.985,0.0002,W
2.22,0.3875,39.79,-1.87,7.69,98.6,0.076,0.153,0.981,0.0047,W
2.23,0.2993,2.6,0.44,31.18,98.3,0.079,0.148,0.981,0.0045,W
2.24,0.2598,-18.96,6.87,34.65,98.2,0.08,0.15,0.976,0.0094,W
2.25,0.2181,29.15,2.58,14.9,98.2,0.077,0.151,0.98,0.0058,W
2.26,0.1755,49.02,-5.78,-8.36,98.4,0.075,0.152,0.975,0.0098,W
2.27,0.2792,6.65,0.42,-17.66,98.4,0.08,0.147,0.975,0.0109,W
2.28,0.1803,-33.43,-1.2,-21.0,98.4,0.081,0.149,0.98,0.0059,W
2.29,0.0583,-33.33,2.53,-17.99,98.3,0.085,0.153,0.978,0.0068,W
2.3,0.0786,31.03,-2.37,-16.02,98.1,0.083,0.148,0.983,0.0021,W
2.31,0.0204,69.64,4.04,-16.9,98.2,0.079,0.151,0.982,0.003,W
2.32,0.0529,24.32,7.95,-2.17,98.0,0.079,0.149,0.979,0.0063,W
2.33,-0.0455,-6.12,-3.99,12.9,98.1,0.079,0.151,0.98,0.0052,W
2.34,0.0019,-26.78,5.28,32.27,98.0,0.078,0.153,0.982,0.0027,W
2.35,0.0203,-64.07,1.05,29.7,98.4,0.083,0.149,0.98,0.0049,W
2.36,-0.0268,-61.4,-2.22,18.48,98.2,0.074,0.153,0.981,0.004,W
2.37,-0.0989,-38.19,-1.55,-17.44,98.3,0.084,0.154,0.981,0.0031,W
2.38,-0.023,-20.52,0.52,-28.99,98.0,0.077,0.149,0.986,0.0002,W
2.39,-0.116,-0.81,1.12,-17.78,98.3,0.081,0.148,0.982,0.0032,W
2.4,-0.1528,8.69,-2.64,-15.73,98.0,0.085,0.153,0.984,0.0002,W
2.41,-0.0731,-4.14,2.47,-4.75,98.1,0.074,0.148,0.983,0.0026,W
2.42,-0.0183,-11.6,3.15,0.56,98.4,0.085,0.151,0.984,0.001,W
2.43,-0.0609,6.43,6.47,-4.71,98.5,0.084,0.149,0.984,0.0013,W
2.44,-0.0231,8.85,4.1,11.24,98.2,0.081,0.15,0.984,0.001,W
2.45,0.0101,-1.64,2.32,31.48,98.5,0.082,0.152,0.983,0.002,W
2.46,0.1203,15.27,-5.45,28.54,98.0,0.083,0.148,0.982,0.0037,W
2.47,0.0667,47.01,-1.88,11.1,98.4,0.076,0.15,0.973,0.0123,W
2.48,0.1512,41.72,-0.08,-16.85,98.3,0.085,0.146,0.982,0.0033,W
2.49,0.137,-9.56,1.08,-34.68,98.1,0.086,0.152,0.978,0.007,W
2.5,0.0609,-40.63,-8.3,-21.91,98.2,0.081,0.146,0.981,0.0045,W
2.51,0.0428,-17.62,2.41,-18.78,98.0,0.085,0.15,0.98,0.0052,W
2.52,0.0402,19.54,-10.42,5.63,98.2,0.08,0.151,0.977,0.0085,W
2.53,-0.0707,41.27,9.23,4.65,98.1,0.077,0.147,0.983,0.0032,W
2.54,-0.1622,26.78,5.8,6.28,98.0,0.079,0.149,0.977,0.0086,W
2.55,-0.1005,-19.25,6.33,13.89,98.3,0.082,0.147,0.982,0.0035,W
2.56,-0.1736,-19.81,5.37,32.52,98.1,0.075,0.151,0.982,0.0038,W
2.57,-0.0255,13.09,4.31,23.99,98.5,0.077,0.151,0.985,0.0001,W
2.58,-0.1059,10.98,7.64,6.38,98.3,0.079,0.148,0.988,0.0018,W
2.59,-0.1335,2.66,4.74,-25.03,98.3,0.085,0.155,0.98,0.0039,W
2.6,-0.0966,-1.55,-3.54,-35.56,98.0,0.079,0.146,0.986,0.0004,W
2.61,0.1278,-26.73,-0.68,-24.45,98.0,0.078,0.15,0.981,0.0041,W
2.62,0.6803,-46.86,6.03,-15.81,98.0,0.083,0.152,0.981,0.0034,W
2.63,1.1281,-64.25,-14.49,12.64,98.1,0.077,0.156,0.975,0.0091,W
2.64,1.1151,-70.62,-2.77,15.44,98.2,0.084,0.146,0.975,0.0111,W
2.65,0.8117,-2.18,2.62,11.37,98.0,0.082,0.148,0.985,0.0006,W
2.66,0.3337,67.72,-3.76,22.61,98.5,0.08,0.151,0.977,0.0085,W
2.67,-0.1344,56.66,-1.15,25.66,98.2,0.086,0.15,0.979,0.0058,W
2.68,-0.1766,43.45,-2.55,20.41,98.2,0.082,0.15,0.978,0.007,W
2.69,-0.3755,39.37,5.44,-4.88,98.5,0.08,0.149,0.979,0.006,W
2.7,-0.2749,19.03,1.58,-28.74,98.2,0.08,0.149,0.982,0.0039,W
2.71,-0.1541,22.39,2.15,-35.18,98.2,0.081,0.147,0.984,0.0019,W
2.72,-0.1458,20.1,-1.69,-26.83,98.2,0.081,0.15,0.978,0.0075,W
2.73,0.0308,-7.78,-0.58,12.64,98.3,0.079,0.157,0.979,0.0054,W
2.74,-0.1106,-30.68,-3.39,16.01,98.1,0.079,0.152,0.975,0.0101,W
2.75,-0.0248,-24.55,4.08,17.56,98.3,0.079,0.15,0.982,0.0031,W
2.76,0.0087,-8.81,-0.45,10.43,98.2,0.083,0.155,0.981,0.0033,W
2.77,0.0428,-15.95,-8.45,10.27,98.5,0.078,0.152,0.974,0.0112,W
2.78,0.0195,-21.04,-0.49,19.57,98.1,0.079,0.154,0.978,0.0071,W
2.79,0.041,-51.74,1.65,4.53,98.3,0.078,0.146,0.979,0.0066,W
2.8,0.181,-63.62,2.01,-11.4,98.2,0.084,0.153,0.981,0.004,W
2.81,0.17,-23.38,-1.71,-26.09,98.0,0.077,0.147,0.98,0.0061,W
2.82,0.2264,-20.85,-2.13,-37.68,98.1,0.076,0.151,0.973,0.0121,W
2.83,0.3004,-5.47,-7.33,-21.69,98.5,0.084,0.148,0.976,0.009,W
2.84,0.2725,39.53,1.46,3.42,98.0,0.077,0.152,0.987,0.002,W
2.85,0.4069,41.65,-4.94,23.29,98.3,0.076,0.145,0.982,0.0041,W
2.86,0.346,17.26,4.1,24.66,98.1,0.076,0.15,0.98,0.0056,W
2.87,0.1917,-7.51,-2.46,17.9,98.0,0.081,0.147,0.979,0.0068,W
2.88,0.2093,-7.92,6.85,8.15,98.3,0.084,0.143,0.976,0.0102,W
2.89,0.1843,12.23,-17.1,10.94,98.2,0.08,0.153,0.981,0.0042,W
2.9,0.1513,31.97,0.85,6.26,98.3,0.08,0.148,0.978,0.0073,W
2.91,0.1274,39.17,-7.64,-10.14,98.1,0.081,0.149,0.98,0.0051,W
2.92,0.0901,10.9,-8.22,-28.98,98.2,0.08,0.147,0.979,0.0072,W
2.93,-0.0298,7.28,-2.46,-29.26,98.3,0.075,0.151,0.983,0.0027,W
2.94,0.0361,21.03,1.2,-11.44,98.1,0.078,0.146,0.98,0.0057,W
2.95,-0.0259,12.97,-0.31,8.29,98.1,0.075,0.15,0.975,0.0112,W
2.96,0.0892,24.86,1.26,24.17,98.1,0.085,0.15,0.977,0.0083,W
2.97,0.0024,-1.22,1.92,32.6,98.3,0.082,0.145,0.978,0.0076,W
2.98,0.0444,-36.28,4.5,12.56,98.4,0.082,0.153,0.982,0.0032,W
2.99,0.0291,-17.09,-1.53,2.03,98.1,0.08,0.15,0.977,0.0082,W
3.0,-0.0457,32.75,0.65,4.97,98.2,0.078,0.147,0.976,0.0097,W
3.01,-0.1046,102.53,1.49,-6.44,98.4,0.083,0.153,0.98,0.0042,W
3.02,-0.0373,100.44,-1.36,-15.0,98.3,0.076,0.145,0.984,0.0022,W
3.03,0.0316,46.03,2.63,-22.97,98.2,0.081,0.152,0.973,0.0119,W
