timestamp_sec,ecg_mv,emg_uv,eog_uv,spo2_pct,acc_x,acc_y,acc_z,motion_mag,sleep_stage
2.53,0.0331,6.88,4.14,98.3,0.084,0.149,0.987,0.0015,W
2.54,0.0275,-5.47,3.59,98.2,0.078,0.148,0.991,0.0047,W
2.55,-0.0284,-12.51,-9.63,98.1,0.083,0.15,0.976,0.009,W
2.56,-0.0176,21.83,-6.38,98.2,0.081,0.152,0.973,0.0116,W
2.57,-0.0605,51.45,0.38,98.3,0.072,0.148,0.981,0.0058,W
2.58,-0.0478,-63.69,-10.38,98.0,0.084,0.152,0.977,0.0081,W
2.59,-0.0709,-33.96,-1.8,98.1,0.076,0.152,0.982,0.0038,W
2.6,-0.062,-45.58,7.25,98.0,0.072,0.151,0.989,0.0028,W
2.61,-0.1258,60.41,-1.4,98.3,0.079,0.152,0.989,0.0037,W
2.62,-0.2288,-9.82,-5.79,97.8,0.081,0.15,0.979,0.0064,W
2.63,-0.0388,17.61,-4.99,98.3,0.077,0.149,0.974,0.0116,W
2.64,0.323,-16.1,5.08,98.1,0.088,0.154,0.975,0.0094,W
2.65,0.8725,-101.72,2.06,98.4,0.077,0.149,0.983,0.0029,W
2.66,1.1617,-11.01,-1.15,98.1,0.074,0.16,0.98,0.0041,W
2.67,1.0882,-47.84,-0.09,98.1,0.077,0.141,0.983,0.0039,W
2.68,0.5686,-34.01,-0.85,98.3,0.083,0.138,0.983,0.0035,W
2.69,0.1051,29.44,-0.46,98.2,0.082,0.149,0.978,0.0074,W
2.7,-0.2098,-16.01,3.83,98.3,0.082,0.139,0.986,0.0009,W
2.71,-0.3032,60.35,-1.63,98.2,0.083,0.15,0.987,0.0022,W
2.72,-0.3378,-126.95,3.83,98.1,0.081,0.147,0.98,0.0058,W
2.73,-0.2222,36.41,5.35,98.1,0.074,0.146,0.984,0.0027,W
2.74,-0.1239,-59.56,-3.29,98.2,0.083,0.149,0.976,0.0089,W
2.75,-0.0414,-25.05,-3.57,98.2,0.081,0.153,0.975,0.0092,W
2.76,-0.0463,64.44,-1.97,98.3,0.081,0.15,0.983,0.002,W
2.77,-0.0491,-21.39,-3.31,98.1,0.081,0.146,0.99,0.0042,W
2.78,-0.0085,34.74,-4.99,98.1,0.086,0.149,0.984,0.0012,W
2.79,-0.0255,6.18,-2.55,98.4,0.086,0.15,0.983,0.0024,W
2.8,-0.0066,-65.3,15.16,98.1,0.084,0.156,0.98,0.0043,W
2.81,0.0677,-88.93,-0.11,98.1,0.083,0.147,0.978,0.007,W
2.82,0.1223,93.09,-0.43,98.3,0.085,0.154,0.98,0.0038,W
2.83,0.1354,44.75,3.72,98.3,0.067,0.148,0.979,0.0071,W
2.84,0.1624,-31.98,4.06,98.3,0.065,0.153,0.983,0.0031,W
2.85,0.2352,-54.93,-9.98,98.0,0.079,0.154,0.974,0.0102,W
2.86,0.2548,81.57,3.1,98.4,0.084,0.146,0.985,0.0008,W
2.87,0.3171,-70.58,5.82,98.2,0.078,0.158,0.985,0.0008,W
2.88,0.2734,38.83,-1.39,98.4,0.076,0.15,0.98,0.0058,W
2.89,0.3258,102.9,-0.07,98.7,0.078,0.153,0.985,0.0006,W
2.9,0.2386,-14.64,-1.13,98.2,0.08,0.141,0.977,0.0098,W
2.91,0.2178,-64.22,0.98,98.2,0.082,0.151,0.987,0.0021,W
2.92,0.1904,-29.83,-2.2,98.1,0.082,0.148,0.987,0.0016,W
2.93,0.1344,51.34,-0.34,98.4,0.073,0.154,0.98,0.0054,W
2.94,0.1316,56.98,3.93,98.1,0.079,0.147,0.984,0.0015,W
2.95,0.0831,59.34,-3.4,98.5,0.084,0.153,0.969,0.0159,W
2.96,0.064,-36.96,2.11,98.1,0.072,0.149,0.988,0.0015,W
2.97,-0.0166,34.85,-1.58,98.3,0.083,0.151,0.984,0.0015,W
2.98,-0.0287,52.56,5.27,98.2,0.087,0.146,0.985,0.0009,W
2.99,-0.045,-33.81,2.37,98.3,0.078,0.145,0.99,0.0036,W
3.0,-0.0451,-9.83,-5.12,97.8,0.085,0.149,0.969,0.0154,W
3.01,-0.0274,-56.02,-4.53,98.3,0.077,0.148,0.98,0.0063,W
3.02,-0.0389,70.77,-5.31,98.1,0.079,0.147,0.981,0.0051,W
3.03,-0.048,68.36,2.26,98.1,0.075,0.149,0.981,0.0045,W
3.04,-0.031,71.81,1.6,98.4,0.08,0.158,0.983,0.0017,W
3.05,-0.0662,-46.06,-2.93,98.2,0.081,0.158,0.983,0.0014,W
3.06,-0.0185,8.97,0.05,98.3,0.075,0.151,0.98,0.0058,W
3.07,-0.0172,-28.7,-6.27,98.3,0.079,0.144,0.981,0.0054,W
3.08,-0.0366,-9.11,2.47,98.3,0.076,0.15,0.973,0.013,W
3.09,-0.0648,-87.48,-7.26,98.1,0.079,0.148,0.984,0.0016,W
3.1,-0.0301,-20.36,-2.27,98.1,0.079,0.149,0.979,0.0069,W
3.11,-0.03,-41.78,1.02,98.4,0.08,0.147,0.992,0.0057,W
3.12,-0.0484,59.19,2.76,98.3,0.084,0.149,0.97,0.0146,W
3.13,-0.0159,49.91,7.5,98.3,0.075,0.144,0.974,0.0126,W
3.14,-0.0513,-6.23,-6.62,98.5,0.088,0.153,0.977,0.0077,W
3.15,0.0011,-11.43,6.88,98.1,0.084,0.153,0.982,0.0029,W
3.16,0.0353,25.97,0.16,98.5,0.083,0.152,0.977,0.0077,W
3.17,0.0552,-9.75,1.09,98.3,0.083,0.149,0.984,0.0017,W
3.18,0.0868,-0.11,-6.24,98.2,0.08,0.149,0.991,0.0055,W
3.19,0.1348,36.33,0.8,98.0,0.077,0.153,0.982,0.0029,W
3.2,0.0978,41.16,-5.1,98.2,0.085,0.146,0.978,0.0078,W
3.21,0.0825,-68.99,-7.31,98.3,0.081,0.152,0.984,0.0011,W
3.22,0.067,-65.47,2.68,98.1,0.092,0.15,0.985,0.0007,W
3.23,0.0041,16.49,-12.58,98.2,0.076,0.147,0.982,0.0041,W
3.24,-0.0181,-49.1,-9.23,98.3,0.084,0.146,0.974,0.0112,W
3.25,-0.0271,-46.92,-5.96,98.4,0.085,0.157,0.981,0.0034,W
3.26,-0.0305,1.67,-2.16,98.1,0.08,0.148,0.983,0.0031,W
3.27,-0.0215,-51.57,-10.04,98.2,0.086,0.152,0.974,0.01,W
3.28,-0.0051,55.27,4.0,98.2,0.085,0.147,0.974,0.0114,W
3.29,-0.0371,-6.65,-9.05,98.1,0.077,0.152,0.982,0.0032,W
3.3,-0.0868,26.88,-8.92,98.0,0.078,0.149,0.981,0.005,W
3.31,-0.1119,-12.07,2.96,98.3,0.087,0.15,0.976,0.0087,W
3.32,-0.0834,23.16,3.78,98.4,0.081,0.155,0.979,0.0053,W
3.33,0.2504,-14.15,5.28,98.6,0.086,0.149,0.977,0.0078,W
3.34,0.7659,55.56,-0.4,98.3,0.08,0.153,0.984,0.0008,W
3.35,1.1858,42.91,-0.73,98.2,0.089,0.143,0.984,0.0016,W
3.36,1.167,47.53,5.6,98.2,0.068,0.153,0.98,0.0062,W
