timestamp_sec,ecg_mv,emg_uv,eog_uv,spo2_pct,acc_x,acc_y,acc_z,motion_mag,sleep_stage
1.62,-0.0209,43.03,12.43,98.3,0.087,0.147,0.983,0.0026,W
1.63,0.012,24.57,1.42,98.2,0.084,0.139,0.973,0.0131,W
1.64,0.0181,-30.41,-8.31,98.4,0.078,0.149,0.972,0.0131,W
1.65,-0.0088,57.31,-7.19,98.2,0.086,0.15,0.98,0.0052,W
1.66,0.0266,84.49,8.56,98.0,0.079,0.156,0.979,0.0051,W
1.67,-0.0017,-8.23,0.09,98.2,0.082,0.15,0.981,0.0046,W
1.68,0.0185,17.76,-5.61,98.2,0.085,0.159,0.984,0.0006,W
1.69,-0.0174,-9.92,3.19,98.2,0.071,0.157,0.974,0.0111,W
1.7,0.0174,28.24,-7.49,98.0,0.08,0.154,0.978,0.0065,W
1.71,-0.0232,-61.82,3.12,98.4,0.08,0.145,0.98,0.006,W
1.72,0.0133,-73.54,1.3,98.4,0.082,0.151,0.975,0.0105,W
1.73,0.0444,-91.08,-0.29,98.1,0.074,0.149,0.975,0.0104,W
1.74,0.0348,37.25,2.0,98.3,0.086,0.16,0.981,0.0026,W
1.75,0.0608,-2.88,1.98,98.0,0.075,0.153,0.981,0.0044,W
1.76,0.1137,1.82,-0.37,98.1,0.078,0.154,0.968,0.0172,W
1.77,0.119,-3.76,0.47,98.3,0.084,0.157,0.983,0.0007,W
1.78,0.1471,-15.23,9.19,98.1,0.085,0.157,0.976,0.0078,W
1.79,0.1326,-35.53,3.82,98.2,0.077,0.143,0.982,0.0042,W
1.8,0.1021,8.88,1.8,98.1,0.089,0.137,0.977,0.009,W
1.81,0.0995,9.29,3.1,98.3,0.072,0.155,0.979,0.0062,W
1.82,0.0186,-24.18,2.23,98.4,0.073,0.167,0.976,0.0072,W
1.83,-0.0027,-27.39,3.52,98.1,0.076,0.154,0.974,0.0106,W
1.84,0.0194,2.21,-8.36,98.4,0.079,0.155,0.99,0.0054,W
1.85,0.0008,-12.53,-6.36,98.1,0.077,0.153,0.968,0.0166,W
1.86,0.0232,-93.3,4.02,98.2,0.085,0.153,0.986,0.0016,W
1.87,-0.0294,-48.95,2.86,98.1,0.085,0.157,0.992,0.008,W
1.88,-0.0247,-34.78,5.56,98.1,0.083,0.153,0.963,0.0214,W
1.89,-0.1272,-17.63,1.03,98.3,0.085,0.143,0.976,0.0103,W
1.9,-0.1511,46.38,3.92,98.2,0.074,0.148,0.976,0.0098,W
1.91,0.1398,32.15,-4.04,98.1,0.074,0.147,0.978,0.0082,W
1.92,0.567,-28.42,-1.68,98.3,0.08,0.147,0.99,0.0039,W
1.93,1.0574,23.67,-6.5,98.0,0.079,0.149,0.978,0.0074,W
1.94,1.2045,69.4,3.58,98.2,0.082,0.144,0.984,0.0024,W
1.95,0.9224,-120.47,-4.43,98.2,0.084,0.149,0.982,0.0031,W
1.96,0.3628,44.29,2.29,98.5,0.077,0.143,0.976,0.0101,W
1.97,-0.0352,-98.7,-4.35,98.2,0.08,0.156,0.98,0.0049,W
1.98,-0.235,4.62,1.98,97.9,0.088,0.15,0.978,0.0068,W
1.99,-0.3147,-52.85,-2.08,98.0,0.083,0.157,0.972,0.0118,W
2.0,-0.2554,-10.01,-1.02,98.1,0.078,0.151,0.982,0.0034,W
2.01,-0.1129,-43.7,-5.16,98.1,0.087,0.151,0.977,0.0075,W
2.02,-0.0546,129.56,5.46,97.9,0.084,0.147,0.978,0.0077,W
2.03,0.0027,61.83,7.86,98.2,0.075,0.158,0.981,0.0032,W
2.04,-0.0395,27.39,5.21,98.5,0.084,0.162,0.986,0.0027,W
2.05,-0.0054,51.98,3.23,97.9,0.084,0.141,0.974,0.012,W
2.06,0.0084,-39.58,4.76,98.1,0.089,0.14,0.987,0.0011,W
2.07,0.0122,33.03,-3.59,98.1,0.078,0.148,0.984,0.002,W
2.08,0.0824,42.18,0.25,97.9,0.085,0.156,0.984,0.0005,W
2.09,0.0743,-32.22,5.64,97.9,0.075,0.15,0.981,0.0053,W
2.1,0.1452,51.92,-8.24,98.2,0.077,0.154,0.975,0.0097,W
2.11,0.182,10.85,2.72,98.0,0.075,0.141,0.986,0.0015,W
2.12,0.2607,-10.3,-5.61,98.2,0.078,0.153,0.977,0.0082,W
2.13,0.2419,-23.64,1.41,98.1,0.085,0.153,0.977,0.0071,W
2.14,0.279,-21.97,-12.63,98.1,0.072,0.15,0.978,0.0084,W
2.15,0.3275,30.4,8.92,98.0,0.076,0.156,0.976,0.0083,W
2.16,0.3117,-15.91,-3.79,98.5,0.074,0.146,0.98,0.0064,W
2.17,0.3084,-28.25,-2.5,98.2,0.08,0.144,0.97,0.0161,W
2.18,0.2909,2.87,-1.09,98.2,0.08,0.155,0.976,0.0083,W
2.19,0.2673,-103.14,2.6,98.4,0.085,0.157,0.983,0.0006,W
2.2,0.1873,26.71,0.73,98.1,0.077,0.15,0.973,0.0123,W
2.21,0.1401,20.59,-0.23,98.4,0.084,0.154,0.985,0.0007,W
2.22,0.0931,25.88,-4.0,98.3,0.08,0.153,0.978,0.0073,W
2.23,0.0578,45.32,-11.13,98.3,0.077,0.139,0.985,0.0023,W
2.24,-0.007,-28.08,-1.08,98.1,0.075,0.153,0.975,0.0102,W
2.25,0.0112,9.13,-1.18,98.4,0.08,0.145,0.978,0.0081,W
2.26,-0.0392,21.62,4.25,98.3,0.093,0.142,0.985,0.0007,W
2.27,-0.0481,-9.43,-5.61,98.0,0.084,0.145,0.982,0.0042,W
2.28,-0.0323,13.27,0.63,98.1,0.067,0.146,0.971,0.0156,W
2.29,-0.0563,-62.14,-1.79,98.2,0.075,0.149,0.982,0.0042,W
2.3,-0.0217,13.92,1.96,98.1,0.086,0.149,0.991,0.0058,W
2.31,-0.0241,54.7,-3.5,98.4,0.081,0.158,0.976,0.0083,W
2.32,-0.0563,-73.67,1.15,98.2,0.079,0.149,0.967,0.0188,W
2.33,-0.0136,-29.19,-2.06,98.2,0.084,0.153,0.984,0.0003,W
2.34,-0.0651,-28.13,-9.06,98.5,0.079,0.148,0.97,0.0153,W
2.35,-0.0318,-64.35,-2.23,98.3,0.082,0.148,0.98,0.0052,W
2.36,-0.032,-5.74,6.82,97.9,0.077,0.153,0.985,0.0,W
2.37,-0.0631,20.88,-2.22,98.1,0.085,0.151,0.977,0.0075,W
2.38,-0.0561,24.5,6.89,97.9,0.075,0.155,0.983,0.0017,W
2.39,-0.0512,-8.14,0.63,98.1,0.084,0.156,0.987,0.0031,W
2.4,-0.0476,-0.31,-2.33,98.2,0.085,0.144,0.975,0.011,W
2.41,-0.0757,8.43,1.65,98.3,0.079,0.147,0.98,0.0061,W
2.42,-0.0821,29.1,2.88,98.1,0.071,0.158,0.98,0.0052,W
2.43,-0.0626,9.4,5.45,98.0,0.085,0.155,0.982,0.0021,W
2.44,-0.0346,67.96,-2.25,98.2,0.072,0.142,0.984,0.003,W
2.45,-0.0246,-19.61,2.27,98.5,0.083,0.16,0.981,0.0029,W
2.46,-0.0468,35.66,-0.22,97.9,0.074,0.148,0.985,0.0012,W
2.47,-0.0643,15.62,-7.35,98.1,0.078,0.141,0.998,0.0114,W
2.48,-0.0464,3.23,3.35,98.3,0.079,0.149,0.978,0.0072,W
2.49,-0.0428,16.41,6.37,98.1,0.08,0.153,0.975,0.01,W
2.5,-0.0288,-6.43,3.05,98.2,0.082,0.145,0.982,0.0042,W
2.51,-0.0322,-73.07,-0.57,98.2,0.085,0.146,0.981,0.0042,W
2.52,-0.046,-32.78,3.36,98.0,0.071,0.154,0.981,0.004,W
2.53,0.0026,26.37,4.32,98.1,0.073,0.142,0.983,0.0038,W
2.54,0.0069,3.88,-3.98,98.1,0.081,0.151,0.979,0.0062,W
2.55,0.0739,26.87,3.31,98.2,0.083,0.156,0.98,0.0044,W
2.56,0.1043,15.04,1.1,98.1,0.078,0.149,0.983,0.0028,W
2.57,0.0981,10.53,-0.29,98.2,0.083,0.146,0.985,0.0009,W
2.58,0.0848,-50.23,-0.13,98.1,0.085,0.158,0.98,0.0037,W
2.59,0.0402,64.91,1.43,98.1,0.072,0.157,0.988,0.0025,W
2.6,0.0088,-23.69,-10.21,98.3,0.074,0.153,0.977,0.0085,W
2.61,-0.0288,-11.99,-0.28,98.4,0.078,0.148,0.984,0.0022,W
2.62,-0.0323,18.01,-2.3,98.3,0.08,0.151,0.982,0.0035,W
2.63,-0.0478,88.87,2.41,98.2,0.073,0.156,0.977,0.0081,W
2.64,-0.066,36.19,-0.1,97.9,0.083,0.151,0.98,0.0048,W
2.65,-0.0538,-8.07,-13.44,98.2,0.084,0.149,0.977,0.0081,W
2.66,-0.0516,-47.83,-8.69,98.3,0.077,0.152,0.978,0.0074,W
2.67,-0.0907,18.73,-1.83,98.5,0.073,0.157,0.983,0.0017,W
2.68,-0.1316,28.46,-6.28,98.5,0.078,0.15,0.983,0.0027,W
2.69,-0.1893,24.83,-5.24,98.4,0.082,0.151,0.984,0.0009,W
2.7,0.0333,27.48,-7.55,98.4,0.079,0.142,0.975,0.0119,W
2.71,0.4388,-37.88,-5.32,98.2,0.076,0.147,0.985,0.0009,W
2.72,0.9261,39.78,5.67,98.4,0.08,0.145,0.982,0.004,W
2.73,1.2038,-42.41,1.73,98.3,0.086,0.152,0.976,0.0082,W
2.74,0.9283,-61.04,6.12,98.1,0.08,0.148,0.978,0.008,W
2.75,0.4573,0.08,7.12,98.3,0.077,0.149,0.975,0.0112,W
2.76,-0.0103,-35.02,-0.57,98.4,0.08,0.141,0.983,0.0036,W
2.77,-0.2386,-10.04,-1.87,98.4,0.079,0.15,0.983,0.0026,W
2.78,-0.3383,54.13,0.41,97.9,0.083,0.148,0.98,0.0057,W
2.79,-0.2704,-60.37,2.51,98.2,0.083,0.156,0.979,0.0055,W
2.8,-0.1748,38.41,2.98,98.5,0.086,0.144,0.98,0.0061,W
2.81,-0.1138,-15.86,1.58,98.1,0.073,0.146,0.98,0.0068,W
2.82,-0.0669,-18.27,-4.34,98.2,0.078,0.151,0.977,0.0083,W
2.83,-0.0409,-12.23,2.28,98.1,0.075,0.145,0.979,0.0072,W
2.84,-0.0258,23.93,2.28,98.0,0.08,0.148,0.977,0.0084,W
2.85,-0.0062,76.18,2.18,98.2,0.076,0.151,0.982,0.0032,W
2.86,0.0131,-46.25,-4.33,98.5,0.082,0.152,0.977,0.0083,W
2.87,-0.0001,73.76,-0.72,98.4,0.084,0.152,0.981,0.0038,W
2.88,0.0508,69.14,-2.19,98.2,0.077,0.155,0.977,0.0075,W
2.89,0.1009,72.46,-0.72,98.3,0.083,0.145,0.984,0.0016,W
2.9,0.1284,31.81,-1.9,98.3,0.076,0.153,0.976,0.0089,W
2.91,0.1779,-3.36,-2.25,98.2,0.072,0.154,0.976,0.0094,W
2.92,0.2591,-8.26,7.95,97.9,0.071,0.159,0.977,0.0079,W
2.93,0.271,-60.49,-3.07,98.3,0.091,0.144,0.971,0.014,W
2.94,0.3126,-2.39,-0.78,98.1,0.079,0.145,0.977,0.009,W
2.95,0.3368,39.13,9.11,98.3,0.079,0.152,0.981,0.0045,W
2.96,0.2918,-26.58,2.5,98.3,0.079,0.156,0.98,0.0046,W
2.97,0.2871,21.14,5.0,98.1,0.08,0.141,0.972,0.0151,W
2.98,0.2294,23.32,2.23,98.4,0.083,0.153,0.982,0.0029,W
2.99,0.1717,38.41,-3.25,98.1,0.084,0.144,0.983,0.0028,W
3.0,0.1576,67.78,-4.23,98.5,0.08,0.154,0.981,0.0033,W
3.01,0.1165,-28.84,-0.84,98.3,0.065,0.157,0.973,0.0127,W
3.02,0.0665,26.27,-4.9,98.7,0.082,0.158,0.98,0.0035,W
3.03,0.0332,-12.66,5.35,98.1,0.076,0.15,0.972,0.014,W
3.04,0.0385,67.23,-5.06,98.1,0.084,0.146,0.982,0.0039,W
3.05,-0.0174,-50.79,7.89,98.2,0.08,0.144,0.978,0.0082,W
3.06,0.0202,33.53,2.55,98.2,0.083,0.159,0.99,0.0063,W
3.07,-0.0162,-56.0,3.27,98.4,0.084,0.159,0.98,0.004,W
3.08,-0.0179,-74.01,-2.69,98.3,0.079,0.147,0.989,0.0028,W
3.09,-0.0168,-12.88,3.67,98.2,0.083,0.164,0.979,0.004,W
3.1,-0.0549,3.32,-1.14,97.9,0.083,0.148,0.98,0.0052,W
3.11,-0.0257,-54.43,-3.83,98.1,0.08,0.146,0.977,0.009,W
3.12,-0.0311,-49.75,4.16,98.3,0.073,0.146,0.983,0.0041,W
3.13,-0.0304,-19.45,4.67,98.4,0.084,0.152,0.982,0.0027,W
3.14,-0.0274,-17.77,8.77,98.3,0.071,0.157,0.975,0.0098,W
3.15,-0.0577,-59.69,-0.88,98.3,0.074,0.146,0.983,0.0031,W
3.16,-0.0657,16.59,2.16,98.1,0.086,0.148,0.972,0.0133,W
3.17,-0.0734,-41.97,-8.76,98.4,0.089,0.145,0.984,0.0015,W
3.18,-0.008,2.99,-6.09,98.2,0.082,0.144,0.987,0.0008,W
3.19,-0.0187,9.64,4.38,98.1,0.079,0.149,0.993,0.0069,W
3.2,-0.0261,-4.05,4.81,98.3,0.074,0.158,0.979,0.006,W
3.21,-0.0385,-48.0,-4.68,98.2,0.081,0.14,0.977,0.0098,W
3.22,-0.0132,-12.69,1.12,98.4,0.075,0.148,0.986,0.0004,W
3.23,-0.0711,21.64,-2.48,98.4,0.076,0.15,0.98,0.0057,W
3.24,-0.0427,-36.04,-1.86,98.2,0.074,0.149,0.984,0.0025,W
3.25,-0.0132,15.32,4.22,98.3,0.077,0.15,0.979,0.0069,W
3.26,-0.0289,5.06,-4.66,98.0,0.069,0.147,0.972,0.0141,W
3.27,-0.053,10.96,0.04,98.0,0.077,0.155,0.972,0.0132,W
3.28,0.0159,7.14,-2.65,98.4,0.077,0.157,0.977,0.0079,W
3.29,-0.0215,-18.0,5.04,98.1,0.087,0.151,0.971,0.0137,W
3.3,-0.0214,-20.86,7.9,98.2,0.084,0.148,0.978,0.0072,W
3.31,-0.0194,-71.63,-9.86,98.4,0.08,0.152,0.981,0.0046,W
3.32,0.0268,-17.74,-2.82,98.7,0.085,0.148,0.984,0.0015,W
3.33,0.0174,100.35,10.23,98.2,0.075,0.152,0.983,0.002,W
3.34,0.0358,22.12,-4.69,98.4,0.073,0.149,0.97,0.0158,W
3.35,0.1123,13.31,0.61,98.6,0.074,0.156,0.976,0.0094,W
3.36,0.1214,50.46,-2.87,98.2,0.069,0.151,0.983,0.0032,W
