timestamp_sec,ecg_mv,emg_uv,eog_uv,spo2_pct,acc_x,acc_y,acc_z,motion_mag,sleep_stage
0.6,0.2285,25.54,5.77,98.3,0.07,0.155,0.983,0.0026,W
0.61,0.1775,9.76,2.12,98.1,0.088,0.144,0.981,0.0048,W
0.62,0.134,-7.27,-2.89,98.3,0.077,0.146,0.986,0.0002,W
0.63,0.1044,65.48,-9.51,98.2,0.087,0.147,0.975,0.0102,W
0.64,0.0926,24.19,-5.02,98.1,0.079,0.144,0.974,0.0122,W
0.65,0.0426,70.1,-1.58,98.2,0.081,0.145,0.984,0.0022,W
0.66,0.0624,-8.55,1.61,98.0,0.087,0.149,0.978,0.0064,W
0.67,0.0431,-30.56,4.73,98.0,0.088,0.149,0.982,0.003,W
0.68,0.0773,14.23,3.28,98.0,0.071,0.148,0.993,0.0065,W
0.69,0.0532,-29.18,-4.89,97.9,0.082,0.152,0.986,0.0008,W
0.7,0.0151,9.28,-4.61,98.2,0.084,0.148,0.984,0.0012,W
0.71,0.085,49.61,-7.37,98.3,0.076,0.153,0.985,0.0007,W
0.72,0.0591,-12.25,-7.37,97.9,0.074,0.157,0.984,0.0008,W
0.73,0.09,-53.91,1.1,98.1,0.074,0.164,0.972,0.0115,W
0.74,0.073,48.06,3.61,98.2,0.084,0.153,0.972,0.0121,W
0.75,0.1203,-37.45,3.55,97.9,0.086,0.153,0.981,0.0035,W
0.76,0.1024,67.93,2.59,98.1,0.079,0.152,0.979,0.0065,W
0.77,0.1787,46.16,-1.32,98.0,0.08,0.155,0.978,0.007,W
0.78,0.1684,96.54,-0.27,98.0,0.079,0.151,0.977,0.0086,W
0.79,0.2064,20.59,3.72,98.0,0.071,0.156,0.983,0.0018,W
0.8,0.2034,121.48,-1.7,97.9,0.082,0.15,0.979,0.0058,W
0.81,0.1613,-29.55,4.29,98.1,0.086,0.157,0.982,0.0021,W
0.82,0.133,68.61,-6.83,98.2,0.087,0.158,0.974,0.0097,W
0.83,0.1071,-38.18,-2.98,98.0,0.081,0.145,0.984,0.0017,W
0.84,0.1065,61.35,-5.98,97.9,0.082,0.146,0.986,0.0002,W
0.85,0.0713,-2.27,-3.77,98.1,0.084,0.149,0.981,0.0039,W
0.86,0.0643,-82.93,1.72,98.2,0.083,0.153,0.972,0.0127,W
0.87,0.0536,16.2,-3.26,98.0,0.092,0.153,0.978,0.0058,W
0.88,0.0228,20.41,-2.16,98.1,0.083,0.149,0.976,0.0092,W
0.89,0.0165,42.99,-6.48,98.1,0.087,0.149,0.978,0.0067,W
0.9,0.018,2.78,-5.51,97.9,0.085,0.149,0.975,0.0104,W
0.91,-0.0619,14.83,-2.32,98.4,0.079,0.154,0.98,0.0048,W
0.92,0.0825,-17.6,-4.11,98.0,0.078,0.156,0.971,0.0131,W
0.93,0.4102,38.22,-1.17,98.3,0.085,0.151,0.982,0.0029,W
0.94,0.9107,9.61,-0.32,98.0,0.08,0.15,0.985,0.0008,W
0.95,1.3151,-30.6,-0.15,97.9,0.078,0.145,0.979,0.0077,W
0.96,1.1472,-107.13,-3.26,98.1,0.08,0.154,0.98,0.0047,W
0.97,0.6995,-32.27,-8.98,98.1,0.083,0.157,0.985,0.0007,W
0.98,0.1952,-50.44,-2.91,98.1,0.082,0.154,0.978,0.0066,W
0.99,-0.0713,80.21,1.64,98.2,0.078,0.153,0.986,0.0008,W
1.0,-0.2465,-18.95,1.91,98.0,0.087,0.151,0.982,0.0022,W
1.01,-0.1788,-33.45,7.12,98.1,0.078,0.141,0.994,0.0068,W
1.02,-0.1407,-13.47,0.74,98.1,0.08,0.16,0.972,0.0113,W
1.03,-0.0456,7.33,-9.37,98.0,0.081,0.146,0.974,0.0117,W
1.04,0.0382,-14.6,1.25,97.9,0.087,0.144,0.978,0.0078,W
1.05,0.0843,3.19,3.39,97.9,0.075,0.144,0.979,0.0076,W
1.06,0.0821,19.97,-5.54,97.9,0.075,0.15,0.989,0.0032,W
1.07,0.0848,-60.97,-6.82,98.1,0.08,0.149,0.982,0.0032,W
1.08,0.087,-53.04,9.94,98.0,0.072,0.151,0.981,0.0045,W
1.09,0.1238,11.97,-5.32,98.0,0.078,0.153,0.98,0.0048,W
1.1,0.1694,-72.32,5.63,98.0,0.08,0.141,0.98,0.0063,W
1.11,0.1325,-18.74,-9.18,98.0,0.081,0.161,0.976,0.0073,W
1.12,0.213,-60.33,0.99,98.0,0.079,0.152,0.974,0.0114,W
1.13,0.2409,-11.3,1.4,98.0,0.074,0.141,0.988,0.0006,W
1.14,0.2953,3.76,-1.04,98.0,0.073,0.153,0.974,0.0114,W
1.15,0.3615,38.46,4.36,97.9,0.082,0.137,0.99,0.0031,W
1.16,0.3708,28.77,-7.66,98.2,0.082,0.153,0.974,0.0107,W
1.17,0.3968,49.48,-3.06,98.1,0.076,0.161,0.989,0.0047,W
1.18,0.4107,-25.98,8.94,98.2,0.075,0.16,0.977,0.0068,W
1.19,0.3703,-85.0,-4.1,98.0,0.077,0.153,0.978,0.0066,W
1.2,0.3136,-150.8,-1.2,98.0,0.08,0.149,0.978,0.0073,W
1.21,0.2982,-50.5,-3.14,98.3,0.076,0.147,0.989,0.0028,W
1.22,0.2477,14.89,7.47,98.1,0.085,0.162,0.978,0.005,W
1.23,0.2129,16.7,-1.83,98.4,0.082,0.151,0.985,0.0001,W
1.24,0.1778,40.72,2.02,98.2,0.07,0.147,0.981,0.006,W
1.25,0.1213,6.39,0.43,98.3,0.076,0.155,0.973,0.0121,W
1.26,0.0943,6.29,3.8,98.3,0.088,0.147,0.983,0.0019,W
1.27,0.0998,6.18,-12.42,98.2,0.075,0.15,0.981,0.0046,W
1.28,0.0536,2.36,-7.59,98.3,0.087,0.141,0.979,0.0071,W
1.29,0.0214,28.3,-3.44,98.0,0.076,0.153,0.982,0.0029,W
1.3,0.0285,-103.74,-10.95,98.1,0.082,0.157,0.984,0.0004,W
1.31,0.043,-5.16,1.01,98.1,0.077,0.144,0.971,0.0154,W
1.32,0.0346,70.15,8.21,98.3,0.085,0.151,0.984,0.0005,W
1.33,0.0443,17.1,-0.23,98.2,0.083,0.146,0.976,0.01,W
1.34,0.0216,150.23,6.53,98.1,0.068,0.149,0.978,0.0086,W
1.35,0.0449,4.12,-14.47,98.1,0.068,0.153,0.984,0.0021,W
1.36,0.0265,-12.06,-5.69,97.9,0.083,0.154,0.98,0.0047,W
1.37,0.0973,106.82,-3.43,98.1,0.078,0.149,0.985,0.0007,W
1.38,0.102,35.69,1.34,98.0,0.08,0.157,0.986,0.0012,W
1.39,0.1169,39.89,-10.03,98.1,0.077,0.146,0.974,0.0116,W
1.4,0.112,33.03,3.2,98.4,0.078,0.153,0.977,0.0078,W
1.41,0.1583,53.91,-4.5,98.0,0.09,0.149,0.982,0.0031,W
1.42,0.1954,75.54,-8.33,98.3,0.076,0.158,0.981,0.0035,W
1.43,0.1286,41.68,-2.01,98.3,0.081,0.157,0.973,0.011,W
1.44,0.1261,3.89,-4.78,98.1,0.092,0.156,0.986,0.0021,W
1.45,0.0648,23.59,0.28,98.0,0.083,0.15,0.978,0.0073,W
1.46,0.0989,-5.21,-0.87,98.0,0.079,0.148,0.98,0.0061,W
1.47,0.0941,42.68,3.85,98.2,0.091,0.152,0.977,0.0075,W
1.48,0.0257,101.96,-3.86,98.1,0.085,0.147,0.987,0.0015,W
1.49,0.0464,24.15,2.82,98.2,0.076,0.152,0.982,0.0039,W
1.5,0.0134,-45.71,-5.46,98.1,0.074,0.161,0.976,0.0079,W
1.51,-0.0033,87.44,-5.26,98.1,0.085,0.145,0.98,0.006,W
1.52,0.0173,23.02,5.17,98.1,0.069,0.152,0.981,0.0046,W
1.53,-0.0605,83.03,0.62,98.5,0.074,0.153,0.979,0.0061,W
1.54,-0.1035,33.81,4.27,97.9,0.076,0.147,0.982,0.0046,W
1.55,0.1289,-18.74,5.44,98.0,0.076,0.15,0.981,0.005,W
1.56,0.5256,-52.52,-12.0,98.2,0.08,0.156,0.981,0.0037,W
1.57,1.0156,55.92,1.73,97.8,0.083,0.15,0.988,0.0025,W
1.58,1.2619,-42.01,1.49,98.3,0.079,0.153,0.978,0.0067,W
1.59,1.0331,-1.55,-4.43,97.9,0.083,0.152,0.985,0.0004,W
1.6,0.5061,23.92,3.64,98.0,0.079,0.143,0.978,0.0086,W
1.61,0.0513,21.87,1.8,98.3,0.082,0.159,0.973,0.011,W
1.62,-0.2153,115.96,-0.15,98.1,0.081,0.147,0.986,0.0006,W
1.63,-0.2633,-98.1,4.7,98.0,0.079,0.158,0.979,0.0053,W
1.64,-0.2408,-70.89,-1.58,98.2,0.077,0.144,0.979,0.0071,W
1.65,-0.0953,-47.6,3.37,98.0,0.079,0.146,0.978,0.0078,W
1.66,-0.0426,43.71,-7.61,98.5,0.082,0.156,0.983,0.001,W
1.67,-0.0125,-74.89,3.03,98.0,0.089,0.143,0.981,0.0045,W
1.68,0.0213,15.85,-7.5,98.1,0.08,0.142,0.981,0.0055,W
1.69,0.0325,-25.21,-0.87,98.5,0.082,0.149,0.97,0.0148,W
1.7,0.0401,-68.02,-7.89,98.2,0.08,0.155,0.98,0.0042,W
1.71,0.0669,15.04,-6.25,98.1,0.077,0.145,0.986,0.0007,W
1.72,0.065,10.17,0.65,98.1,0.093,0.152,0.981,0.0025,W
1.73,0.0961,17.93,3.17,98.1,0.073,0.141,0.991,0.0032,W
1.74,0.161,25.99,0.87,98.1,0.081,0.147,0.983,0.0031,W
1.75,0.2141,52.16,-0.46,98.3,0.078,0.15,0.974,0.0113,W
1.76,0.2752,-13.48,3.4,98.2,0.083,0.153,0.979,0.0061,W
1.77,0.2892,47.37,-2.54,98.0,0.076,0.153,0.982,0.0036,W
1.78,0.3188,-30.94,6.54,98.3,0.079,0.156,0.973,0.0111,W
1.79,0.3328,-32.29,-9.41,98.0,0.084,0.147,0.977,0.0085,W
1.8,0.3207,-28.58,-14.67,98.0,0.094,0.149,0.979,0.0049,W
1.81,0.3378,67.77,-3.99,98.3,0.07,0.153,0.984,0.002,W
1.82,0.3028,-85.8,4.0,98.0,0.08,0.138,0.98,0.0077,W
1.83,0.2933,-85.1,4.54,98.1,0.082,0.15,0.975,0.0097,W
1.84,0.2549,-57.95,7.95,98.3,0.077,0.15,0.974,0.0113,W
1.85,0.174,-23.79,10.22,98.2,0.076,0.156,0.978,0.007,W
1.86,0.1239,14.18,-6.64,98.0,0.087,0.145,0.978,0.0071,W
1.87,0.0909,17.75,-2.65,98.3,0.081,0.149,0.974,0.011,W
1.88,0.0443,81.04,1.52,98.2,0.08,0.146,0.978,0.0075,W
1.89,0.0315,35.48,-5.4,98.2,0.086,0.156,0.973,0.0105,W
1.9,0.0566,-20.27,-8.01,98.4,0.08,0.149,0.987,0.0015,W
1.91,0.0163,-61.96,6.45,98.1,0.079,0.158,0.97,0.0143,W
1.92,-0.0101,14.39,-3.71,98.2,0.089,0.159,0.982,0.0015,W
1.93,-0.0013,-15.68,-3.76,98.4,0.076,0.157,0.982,0.0027,W
1.94,-0.0167,-7.82,-3.59,98.0,0.084,0.15,0.974,0.0107,W
1.95,-0.0151,19.82,-6.92,97.9,0.07,0.149,0.982,0.0043,W
1.96,0.0034,8.55,-0.32,98.2,0.082,0.146,0.985,0.0014,W
1.97,-0.011,2.81,-6.18,98.1,0.077,0.156,0.974,0.0101,W
1.98,-0.0063,30.23,1.15,98.2,0.08,0.151,0.985,0.0001,W
1.99,0.0042,-25.56,-8.29,98.2,0.081,0.147,0.981,0.0042,W
2.0,0.0073,-15.54,5.35,98.1,0.08,0.145,0.972,0.0136,W
2.01,0.0424,73.67,12.5,98.3,0.084,0.15,0.983,0.0024,W
2.02,0.075,-26.91,-2.04,98.2,0.078,0.147,0.98,0.0057,W
2.03,0.0826,-54.91,-1.34,98.0,0.082,0.152,0.981,0.0042,W
2.04,0.1293,-22.41,-1.73,98.3,0.084,0.143,0.978,0.0076,W
2.05,0.1402,-56.91,3.32,98.1,0.095,0.15,0.978,0.0063,W
2.06,0.1329,-47.43,1.26,98.2,0.079,0.147,0.981,0.0045,W
2.07,0.0833,54.67,-0.33,98.5,0.078,0.15,0.983,0.0022,W
2.08,0.0295,58.58,7.86,98.1,0.08,0.145,0.984,0.0021,W
2.09,-0.0153,-26.28,-2.93,98.2,0.072,0.152,0.974,0.0112,W
2.1,0.0115,-4.91,4.52,98.3,0.075,0.146,0.982,0.0049,W
2.11,-0.0094,-17.46,0.21,98.1,0.077,0.152,0.978,0.0076,W
2.12,-0.0106,-25.5,-3.51,98.1,0.081,0.144,0.982,0.004,W
2.13,-0.0482,5.02,1.44,98.0,0.083,0.154,0.979,0.0057,W
2.14,0.0059,-35.53,3.74,98.2,0.078,0.146,0.97,0.0156,W
2.15,-0.0668,-101.19,4.55,98.2,0.079,0.153,0.985,0.0,W
2.16,-0.1517,46.84,-4.92,98.1,0.09,0.149,0.985,0.0005,W
2.17,-0.0857,-26.54,-3.85,98.3,0.086,0.15,0.98,0.0049,W
2.18,0.28,27.37,-10.05,98.4,0.091,0.144,0.979,0.0068,W
2.19,0.768,19.53,-1.95,98.4,0.078,0.151,0.978,0.0073,W
2.2,1.1484,41.4,11.21,98.3,0.079,0.148,0.982,0.0043,W
2.21,1.1414,137.49,1.75,98.4,0.087,0.14,0.971,0.0151,W
2.22,0.6655,42.75,-2.02,97.9,0.084,0.148,0.98,0.0052,W
2.23,0.1744,89.3,-3.02,98.5,0.078,0.148,0.986,0.0,W
2.24,-0.1642,-12.46,-2.96,98.1,0.092,0.149,0.981,0.0037,W
2.25,-0.2963,-10.58,0.92,98.3,0.082,0.147,0.982,0.0036,W
2.26,-0.3166,-22.58,0.42,98.1,0.079,0.146,0.984,0.0021,W
2.27,-0.2061,50.98,4.68,98.4,0.084,0.147,0.978,0.0071,W
2.28,-0.0873,-48.78,-0.53,98.1,0.082,0.153,0.986,0.0014,W
2.29,-0.0389,-39.9,-2.19,98.1,0.076,0.147,0.987,0.0013,W
2.3,-0.0358,-3.09,5.39,97.9,0.089,0.149,0.984,0.0007,W
2.31,-0.0373,-11.07,-0.11,98.6,0.085,0.15,0.991,0.0057,W
2.32,-0.0071,-9.12,4.23,98.1,0.084,0.152,0.988,0.0034,W
2.33,0.0099,57.74,2.64,98.4,0.086,0.15,0.994,0.0085,W
2.34,0.0173,-23.76,-0.76,98.3,0.085,0.145,0.979,0.0065,W
2.35,0.0412,82.94,-1.9,98.3,0.087,0.148,0.988,0.0026,W
2.36,0.0565,51.32,-0.76,98.3,0.085,0.146,0.987,0.001,W
2.37,0.0955,-1.22,-3.49,98.3,0.085,0.14,0.984,0.0025,W
2.38,0.1299,-68.6,-4.77,98.4,0.079,0.147,0.992,0.0056,W
2.39,0.2107,36.79,-2.01,97.9,0.082,0.142,0.982,0.0046,W
2.4,0.2559,13.89,0.54,98.3,0.087,0.145,0.982,0.0033,W
2.41,0.2585,3.33,6.18,97.9,0.08,0.153,0.979,0.0064,W
2.42,0.3075,-76.07,-1.15,98.4,0.084,0.153,0.998,0.0126,W
2.43,0.2401,4.37,1.41,98.2,0.085,0.141,0.988,0.0013,W
2.44,0.3027,-2.56,-6.52,98.1,0.088,0.152,0.981,0.0033,W
2.45,0.2412,-67.62,-10.31,98.3,0.084,0.143,0.981,0.0051,W
2.46,0.2025,0.25,3.2,98.4,0.08,0.15,0.997,0.0111,W
2.47,0.1889,41.51,-3.38,98.2,0.08,0.134,0.991,0.0033,W
2.48,0.1012,27.45,8.68,98.4,0.096,0.143,0.988,0.0027,W
2.49,0.0796,-52.59,-7.44,98.1,0.086,0.139,0.992,0.0053,W
2.5,0.0287,-54.95,-7.16,98.4,0.087,0.133,0.993,0.006,W
2.51,0.0023,1.92,0.64,98.4,0.073,0.143,0.998,0.0111,W
2.52,-0.0522,-25.69,-3.95,98.3,0.089,0.142,0.992,0.0056,W
2.53,-0.0303,61.0,2.78,98.2,0.094,0.147,0.996,0.0116,W
2.54,-0.0422,114.66,-2.1,98.1,0.08,0.145,0.995,0.0083,W
2.55,-0.0495,-41.05,-7.8,98.1,0.085,0.136,1.01,0.0229,W
2.56,-0.0404,-38.9,7.53,98.0,0.094,0.133,0.996,0.0096,W
2.57,-0.0521,13.76,-5.13,98.4,0.095,0.135,0.995,0.0085,W
2.58,-0.0559,-49.71,-4.48,98.1,0.093,0.13,0.997,0.0097,W
2.59,-0.0504,80.18,2.0,98.2,0.095,0.136,1.002,0.0158,W
2.6,-0.0383,-99.21,8.39,98.2,0.097,0.128,1.0,0.0125,W
2.61,-0.0262,94.28,1.89,98.3,0.1,0.125,1.01,0.0222,W
2.62,0.0035,-12.48,-6.33,98.2,0.095,0.124,1.003,0.0149,W
2.63,-0.0372,-21.5,1.35,98.0,0.101,0.134,1.002,0.0162,W
2.64,0.0121,10.52,0.98,98.3,0.105,0.119,1.012,0.0243,W
2.65,0.0731,44.28,4.3,98.2,0.108,0.126,1.01,0.0238,W
2.66,0.069,19.11,-0.96,97.9,0.099,0.123,1.004,0.0162,W
2.67,0.0883,-32.86,-1.06,98.4,0.106,0.122,1.018,0.0305,W
2.68,0.1287,-76.56,-2.01,98.2,0.099,0.133,1.022,0.035,W
2.69,0.0639,-21.1,-3.49,98.0,0.104,0.124,1.021,0.0341,W
2.7,-0.0158,88.77,-1.47,98.2,0.11,0.12,1.022,0.0349,W
2.71,-0.0114,-21.84,1.68,98.1,0.111,0.127,1.026,0.04,W
2.72,-0.044,57.47,1.64,98.2,0.11,0.12,1.027,0.0399,W
2.73,-0.0615,112.34,-3.48,97.8,0.108,0.11,1.031,0.042,W
2.74,-0.0267,55.62,5.57,98.3,0.12,0.102,1.035,0.0468,W
2.75,-0.0283,-7.72,2.09,98.1,0.118,0.109,1.033,0.0458,W
2.76,-0.0322,17.12,-4.47,98.2,0.125,0.099,1.042,0.0541,W
2.77,-0.0776,113.52,-3.48,98.2,0.113,0.096,1.041,0.0514,W
2.78,-0.1679,-11.42,-0.93,97.9,0.129,0.102,1.041,0.0539,W
2.79,-0.1221,63.89,-4.74,98.2,0.112,0.099,1.053,0.0635,W
2.8,0.1271,-14.16,2.46,98.3,0.122,0.095,1.052,0.0634,W
2.81,0.5568,-14.61,4.4,98.2,0.12,0.085,1.06,0.07,W
2.82,1.0508,12.27,-2.67,98.0,0.125,0.092,1.055,0.0663,W
2.83,1.1376,22.24,-1.11,98.2,0.134,0.081,1.056,0.0675,W
2.84,0.8203,-19.65,1.19,98.6,0.137,0.078,1.066,0.0775,W
2.85,0.3078,58.63,-2.3,98.4,0.138,0.081,1.073,0.0851,W
2.86,-0.0802,39.23,-1.92,98.2,0.139,0.076,1.072,0.0835,W
2.87,-0.2854,-7.53,0.5,98.2,0.139,0.077,1.078,0.0898,W
2.88,-0.3279,18.25,5.71,98.0,0.145,0.077,1.092,0.1043,W
2.89,-0.2238,0.06,-1.81,98.2,0.154,0.062,1.088,0.1007,W
2.9,-0.1359,31.31,-7.81,98.3,0.153,0.061,1.094,0.1064,W
2.91,-0.0903,-56.04,1.25,98.3,0.157,0.053,1.098,0.1105,W
2.92,-0.0173,-23.13,-4.49,98.2,0.156,0.056,1.111,0.123,W
2.93,-0.0205,-61.88,-0.11,98.2,0.162,0.042,1.105,0.1175,W
2.94,-0.0274,103.64,3.21,98.4,0.158,0.041,1.119,0.131,W
2.95,-0.0326,9.05,1.66,98.2,0.168,0.039,1.122,0.1351,W
2.96,0.0237,-4.66,1.43,98.4,0.169,0.03,1.126,0.139,W
2.97,0.0225,28.48,-5.32,98.3,0.175,0.021,1.137,0.1509,W
2.98,0.0766,-65.99,5.56,98.1,0.174,0.031,1.142,0.1555,W
2.99,0.1311,-9.37,-4.84,98.2,0.182,0.014,1.147,0.162,W
3.0,0.1718,155.53,-1.15,98.3,0.191,0.02,1.161,0.1764,W
3.01,0.1817,0.27,-0.49,98.2,0.186,0.012,1.158,0.1725,W
3.02,0.2436,1.78,-0.15,98.0,0.195,0.001,1.172,0.1879,W
3.03,0.2888,-51.02,-2.14,98.4,0.191,0.001,1.175,0.1905,W
3.04,0.3195,58.91,-0.44,98.1,0.204,0.001,1.175,0.1924,W
3.05,0.308,4.0,2.96,98.3,0.204,-0.023,1.191,0.209,W
3.06,0.3141,-52.59,-6.39,98.3,0.211,-0.019,1.202,0.2205,W
3.07,0.2619,65.62,-2.47,98.1,0.221,-0.027,1.202,0.2229,W
3.08,0.2063,97.2,3.39,98.2,0.221,-0.027,1.213,0.2336,W
3.09,0.1939,27.16,-0.98,98.3,0.23,-0.04,1.217,0.2388,W
3.1,0.1753,97.61,5.65,98.1,0.223,-0.041,1.233,0.2532,W
3.11,0.0874,16.68,1.24,98.5,0.234,-0.049,1.239,0.2615,W
3.12,0.0528,72.89,2.46,98.4,0.245,-0.047,1.248,0.2721,W
3.13,0.009,-14.7,0.62,98.3,0.249,-0.057,1.254,0.2794,W
3.14,0.013,-41.83,8.56,98.3,0.249,-0.063,1.251,0.2773,W
3.15,-0.0239,-13.33,-2.06,98.4,0.256,-0.069,1.262,0.2898,W
3.16,0.0265,59.8,-1.4,98.3,0.263,-0.083,1.281,0.3104,W
3.17,-0.023,-68.9,3.67,98.3,0.263,-0.083,1.284,0.3129,W
3.18,-0.0096,-68.45,-4.99,98.5,0.277,-0.085,1.283,0.3157,W
3.19,-0.055,-45.96,0.07,98.5,0.271,-0.095,1.297,0.3288,W
3.2,-0.0395,72.0,-3.99,98.3,0.277,-0.101,1.305,0.3375,W
3.21,-0.0371,-1.34,6.7,98.4,0.279,-0.101,1.304,0.3376,W
3.22,-0.0327,25.75,4.79,98.4,0.3,-0.123,1.323,0.3617,W
3.23,-0.0554,-25.9,-2.1,98.1,0.299,-0.127,1.323,0.3621,W
3.24,-0.0186,-15.33,3.7,98.0,0.296,-0.127,1.327,0.3659,W
3.25,0.0124,95.96,3.04,98.3,0.297,-0.131,1.339,0.3774,W
3.26,0.0632,-41.44,-2.93,98.5,0.312,-0.137,1.357,0.3992,W
3.27,0.0949,35.27,-4.81,98.2,0.314,-0.141,1.357,0.4002,W
3.28,0.0691,-19.33,0.63,98.3,0.315,-0.156,1.372,0.4168,W
3.29,0.1348,38.95,-3.5,98.2,0.329,-0.164,1.371,0.4198,W
3.3,0.1388,-23.61,6.86,98.4,0.325,-0.171,1.385,0.4332,W
3.31,0.0704,-3.94,-7.04,97.8,0.319,-0.171,1.39,0.4366,W
3.32,0.0798,-4.67,4.14,98.2,0.342,-0.177,1.403,0.4554,W
3.33,0.0497,10.24,5.34,98.0,0.342,-0.172,1.397,0.4482,W
3.34,0.0518,-10.67,2.4,98.1,0.337,-0.173,1.419,0.4687,W
3.35,-0.0166,-96.96,3.7,98.0,0.347,-0.191,1.415,0.4697,W
3.36,-0.0112,1.69,-2.66,98.2,0.352,-0.184,1.425,0.479,W
