timestamp_sec,ecg_mv,emg_uv,eog_uv,spo2_pct,acc_x,acc_y,acc_z,motion_mag,sleep_stage
0.31,0.0361,-23.9,-5.38,98.1,0.088,0.142,0.978,0.0076,W
0.32,0.0291,27.55,-2.93,98.0,0.08,0.153,0.981,0.0039,W
0.33,0.0188,-30.86,4.28,97.7,0.082,0.153,0.977,0.0079,W
0.34,0.0673,-86.5,-1.59,98.2,0.079,0.153,0.979,0.0058,W
0.35,0.0627,45.07,3.64,98.0,0.068,0.143,0.993,0.0054,W
0.36,0.0353,-72.92,2.32,98.0,0.079,0.152,0.985,0.0006,W
0.37,-0.0024,18.21,8.03,98.2,0.084,0.151,0.977,0.0077,W
0.38,0.0296,-64.78,5.33,98.0,0.079,0.148,0.977,0.0088,W
0.39,0.0024,48.31,1.71,98.0,0.081,0.15,0.975,0.0097,W
0.4,0.0415,-31.88,-2.52,97.8,0.08,0.143,0.983,0.003,W
0.41,0.0332,16.11,4.58,98.1,0.08,0.154,0.98,0.0045,W
0.42,0.033,-7.72,-0.06,98.4,0.076,0.146,0.986,0.0001,W
0.43,0.0384,48.26,-2.04,97.9,0.086,0.151,0.969,0.0156,W
0.44,0.1118,-27.28,3.75,98.0,0.072,0.149,0.975,0.0106,W
0.45,0.0994,-45.05,-1.04,97.9,0.081,0.148,0.973,0.0129,W
0.46,0.1037,38.65,-0.18,97.9,0.071,0.155,0.98,0.0054,W
0.47,0.1752,30.89,4.95,97.9,0.084,0.148,0.981,0.0049,W
0.48,0.175,46.44,0.68,98.1,0.081,0.148,0.983,0.0029,W
0.49,0.1701,27.33,-1.0,97.9,0.075,0.155,0.988,0.0033,W
0.5,0.1537,43.92,3.37,97.9,0.083,0.155,0.982,0.0022,W
0.51,0.1225,0.84,1.08,98.3,0.069,0.148,0.976,0.0102,W
0.52,0.0577,-15.29,-2.16,98.0,0.085,0.141,0.987,0.0011,W
0.53,0.0756,40.09,-2.68,98.2,0.083,0.15,0.975,0.0096,W
0.54,0.0501,0.92,3.45,98.2,0.089,0.146,0.983,0.0025,W
0.55,0.0457,38.59,9.0,98.2,0.084,0.15,0.976,0.0088,W
0.56,0.0417,5.95,-4.63,97.9,0.071,0.155,0.989,0.0033,W
0.57,-0.0018,19.05,2.6,97.9,0.086,0.153,0.973,0.0113,W
0.58,0.0087,-34.0,1.25,97.8,0.071,0.142,0.972,0.0151,W
0.59,-0.0336,-8.79,-0.7,98.1,0.087,0.153,0.976,0.008,W
0.6,-0.0636,24.97,-3.67,97.8,0.082,0.14,0.967,0.0193,W
0.61,0.1704,-8.02,2.43,98.3,0.079,0.155,0.982,0.0029,W
0.62,0.6293,-10.7,-3.98,98.0,0.079,0.149,0.979,0.0069,W
0.63,1.1065,-11.73,-3.79,98.2,0.074,0.148,0.98,0.0059,W
0.64,1.2721,-15.4,-4.54,98.2,0.087,0.168,0.979,0.0032,W
0.65,0.8961,-41.52,0.23,98.1,0.08,0.154,0.981,0.004,W
0.66,0.4398,28.14,0.86,98.0,0.08,0.142,0.986,0.0006,W
0.67,0.0193,12.86,-2.44,98.1,0.073,0.156,0.985,0.0001,W
0.68,-0.2036,25.32,-4.04,97.9,0.085,0.152,0.975,0.0093,W
0.69,-0.2642,-74.35,2.35,97.9,0.079,0.158,0.982,0.0021,W
0.7,-0.1278,-31.13,0.56,98.0,0.075,0.143,0.975,0.0117,W
0.71,-0.0709,-71.58,-1.78,98.2,0.079,0.144,0.984,0.0022,W
0.72,-0.0015,-56.99,-0.27,98.0,0.076,0.152,0.98,0.005,W
0.73,0.0415,35.27,-1.14,97.7,0.082,0.153,0.985,0.0,W
0.74,0.0384,28.74,0.64,98.3,0.082,0.153,0.977,0.0075,W
0.75,0.0582,20.83,3.75,98.2,0.074,0.151,0.97,0.016,W
0.76,0.0802,-2.06,5.39,98.2,0.073,0.152,0.983,0.0022,W
0.77,0.1253,23.5,-0.27,98.2,0.091,0.144,0.987,0.0018,W
0.78,0.1409,35.22,-1.09,98.1,0.08,0.145,0.985,0.0009,W
0.79,0.1761,23.41,3.04,97.7,0.085,0.153,0.987,0.0025,W
0.8,0.2204,46.44,-2.74,98.1,0.067,0.159,0.983,0.0021,W
0.81,0.2395,88.75,10.42,98.0,0.08,0.147,0.98,0.0057,W
0.82,0.2946,15.6,3.42,97.9,0.081,0.155,0.973,0.0118,W
0.83,0.3244,-49.33,1.07,98.0,0.079,0.144,0.98,0.0067,W
0.84,0.3772,-18.97,1.37,97.9,0.08,0.151,0.99,0.0043,W
0.85,0.4255,-7.51,-5.06,98.2,0.075,0.15,0.975,0.0104,W
0.86,0.4146,88.46,-6.28,97.9,0.088,0.15,0.975,0.0098,W
0.87,0.3956,21.3,-0.75,97.8,0.078,0.156,0.981,0.0038,W
0.88,0.3627,5.16,5.6,98.3,0.078,0.15,0.978,0.0078,W
0.89,0.3203,-38.45,-1.57,98.2,0.079,0.149,0.981,0.0042,W
0.9,0.2563,21.38,1.93,98.1,0.073,0.149,0.981,0.0054,W
0.91,0.2003,12.27,2.41,98.0,0.08,0.149,0.981,0.0045,W
0.92,0.1994,2.81,-1.88,98.0,0.075,0.148,0.977,0.009,W
0.93,0.1706,1.19,2.99,98.0,0.08,0.148,0.976,0.0097,W
0.94,0.1206,34.44,7.1,98.1,0.078,0.147,0.98,0.0056,W
0.95,0.1207,26.21,5.42,98.2,0.085,0.144,0.977,0.0086,W
0.96,0.0615,2.24,1.58,98.1,0.075,0.156,0.976,0.0092,W
0.97,0.058,-46.16,6.15,98.0,0.084,0.155,0.979,0.0047,W
0.98,0.04,20.04,-0.86,98.1,0.089,0.153,0.97,0.0139,W
0.99,0.0414,17.62,-7.36,98.1,0.077,0.152,0.98,0.0053,W
1.0,0.0566,5.7,1.24,98.1,0.078,0.158,0.971,0.0127,W
1.01,0.063,-19.5,-7.31,98.3,0.079,0.145,0.981,0.0049,W
1.02,0.0614,27.15,-6.05,98.0,0.08,0.151,0.98,0.0049,W
1.03,0.0392,-54.73,1.3,98.1,0.081,0.148,0.986,0.0002,W
1.04,-0.0072,42.44,-5.48,98.1,0.077,0.151,0.986,0.0005,W
1.05,0.0625,5.46,7.33,98.3,0.07,0.149,0.982,0.0041,W
1.06,0.0492,58.63,-1.15,98.3,0.082,0.153,0.983,0.002,W
1.07,0.078,-112.22,-2.08,98.1,0.076,0.144,0.984,0.0023,W
1.08,0.0532,68.51,-12.88,98.1,0.088,0.159,0.977,0.0062,W
1.09,0.0279,-42.02,-3.67,98.2,0.082,0.159,0.977,0.0072,W
1.1,0.01,-23.37,-4.01,98.0,0.084,0.147,0.982,0.0037,W
1.11,0.0625,8.89,-2.14,98.1,0.074,0.15,0.983,0.0028,W
1.12,0.0569,-82.46,6.54,98.2,0.084,0.151,0.982,0.0031,W
1.13,0.0454,-70.76,-2.79,98.0,0.081,0.146,0.981,0.0044,W
1.14,0.0513,-3.38,-0.0,98.1,0.083,0.145,0.981,0.0052,W
1.15,0.0661,48.39,2.89,97.9,0.085,0.148,0.984,0.0018,W
1.16,0.0689,75.81,5.07,98.1,0.08,0.145,0.987,0.0004,W
1.17,0.1186,42.78,9.25,98.3,0.083,0.156,0.982,0.0022,W
1.18,0.1378,-39.3,-0.33,98.0,0.087,0.154,0.978,0.0058,W
1.19,0.144,18.9,13.2,98.3,0.078,0.159,0.989,0.0046,W
1.2,0.1929,-18.12,2.29,98.3,0.081,0.141,0.986,0.0011,W
1.21,0.2015,131.44,-6.19,98.1,0.078,0.154,0.985,0.0004,W
1.22,0.1715,-7.56,-6.63,98.0,0.079,0.152,0.987,0.0016,W
1.23,0.1557,37.92,0.07,98.3,0.085,0.144,0.984,0.0018,W
1.24,0.1135,60.33,6.44,98.2,0.078,0.149,0.983,0.0025,W
1.25,0.0161,-29.95,-7.8,98.1,0.078,0.154,0.98,0.0051,W
1.26,0.0482,-24.17,-1.0,98.3,0.075,0.159,0.985,0.0003,W
1.27,0.0655,27.34,0.37,98.1,0.076,0.146,0.984,0.0029,W
1.28,0.0308,-152.83,3.69,98.0,0.08,0.142,0.98,0.0066,W
1.29,-0.0076,-8.61,14.16,98.0,0.078,0.15,0.985,0.0006,W
1.3,0.0382,22.64,7.36,98.1,0.081,0.15,0.974,0.0114,W
1.31,-0.0208,-12.7,-2.29,97.9,0.079,0.145,0.979,0.0072,W
1.32,-0.0876,-52.46,9.5,98.2,0.077,0.152,0.977,0.0087,W
1.33,0.0093,-28.34,-0.09,98.2,0.083,0.146,0.98,0.0056,W
1.34,0.2999,-28.18,-10.7,98.1,0.083,0.147,0.985,0.0009,W
1.35,0.7893,-9.43,-7.01,98.1,0.081,0.141,0.988,0.0011,W
1.36,1.2353,-40.54,-6.98,98.2,0.073,0.153,0.987,0.0017,W
1.37,1.1755,-0.95,-0.01,98.2,0.083,0.151,0.979,0.0061,W
1.38,0.7174,14.94,-1.98,98.1,0.083,0.16,0.975,0.0089,W
1.39,0.2285,79.26,3.9,98.4,0.07,0.158,0.982,0.0032,W
1.4,-0.0938,5.31,-6.12,98.1,0.082,0.153,0.979,0.0058,W
1.41,-0.2477,-4.66,0.6,97.9,0.074,0.155,0.98,0.0052,W
1.42,-0.2223,-1.06,-0.61,98.3,0.08,0.141,0.982,0.0051,W
1.43,-0.1225,-26.18,-7.75,98.0,0.069,0.149,0.983,0.0039,W
1.44,-0.0347,67.3,9.28,98.3,0.087,0.152,0.979,0.0057,W
1.45,0.0229,8.4,4.19,98.5,0.085,0.156,0.979,0.0054,W
1.46,0.0481,-0.98,-3.71,98.0,0.081,0.157,0.979,0.005,W
1.47,0.0623,-39.78,5.03,98.3,0.084,0.149,0.978,0.0071,W
1.48,0.0631,-31.69,-3.05,98.1,0.081,0.149,0.987,0.0015,W
1.49,0.0238,11.57,-0.57,98.1,0.08,0.149,0.984,0.0016,W
1.5,0.0757,23.95,1.82,97.9,0.08,0.158,0.99,0.0053,W
1.51,0.1256,37.28,-5.63,98.1,0.08,0.143,0.982,0.0042,W
1.52,0.1751,-8.29,4.24,98.1,0.083,0.151,0.986,0.0013,W
1.53,0.191,4.6,-5.61,98.5,0.079,0.149,0.971,0.0141,W
1.54,0.2231,-117.55,3.66,98.1,0.078,0.141,0.985,0.0022,W
1.55,0.3123,25.6,-5.65,97.9,0.07,0.159,0.981,0.0035,W
1.56,0.3248,24.04,-1.87,98.1,0.084,0.149,0.983,0.002,W
1.57,0.3379,-72.93,4.42,98.0,0.086,0.153,0.978,0.006,W
1.58,0.3583,-22.86,-2.33,98.4,0.082,0.148,0.98,0.0051,W
1.59,0.3931,21.95,9.4,98.0,0.08,0.142,0.988,0.0015,W
1.6,0.3091,3.09,2.25,98.2,0.085,0.156,0.974,0.0096,W
1.61,0.3031,27.91,0.58,98.3,0.08,0.156,0.979,0.0054,W
1.62,0.2573,-44.4,1.48,98.0,0.081,0.146,0.984,0.0017,W
1.63,0.2347,22.74,-5.02,98.2,0.087,0.142,0.982,0.0045,W
1.64,0.2095,-28.36,-10.99,98.3,0.076,0.142,0.973,0.0138,W
1.65,0.1621,-77.38,-7.89,98.2,0.077,0.145,0.974,0.0121,W
1.66,0.127,-0.98,-3.86,98.2,0.088,0.148,0.984,0.0008,W
1.67,0.0561,-4.49,-2.24,98.5,0.077,0.147,0.985,0.0012,W
1.68,0.0357,-82.16,-2.25,98.0,0.084,0.138,0.983,0.0038,W
1.69,0.0209,-25.96,-0.55,98.2,0.07,0.15,0.974,0.0118,W
1.7,0.0164,-14.21,0.38,98.2,0.074,0.145,0.984,0.003,W
1.71,-0.021,30.6,-1.23,97.8,0.077,0.15,0.981,0.0046,W
1.72,-0.0021,-53.96,-2.12,97.9,0.076,0.141,0.98,0.0066,W
1.73,-0.0171,28.02,9.35,98.5,0.079,0.148,0.979,0.0067,W
1.74,0.0274,-88.33,4.72,98.2,0.08,0.147,0.974,0.0115,W
1.75,-0.0229,27.54,2.77,98.1,0.078,0.141,0.981,0.006,W
1.76,0.0042,-37.68,-1.23,98.2,0.067,0.15,0.976,0.0105,W
1.77,0.0143,-36.69,0.55,98.0,0.073,0.148,0.977,0.0097,W
1.78,0.0433,9.15,-7.45,98.0,0.08,0.145,0.978,0.008,W
1.79,-0.0217,1.81,-2.35,98.2,0.08,0.153,0.979,0.0062,W
1.8,-0.0048,78.52,2.78,98.2,0.074,0.138,0.976,0.0117,W
1.81,0.0563,56.41,-1.13,98.1,0.083,0.144,0.98,0.0059,W
1.82,-0.0102,62.03,5.3,98.1,0.077,0.141,0.974,0.0131,W
1.83,0.0003,-7.83,-0.01,97.8,0.08,0.152,0.978,0.0066,W
1.84,0.0117,21.66,-2.18,98.1,0.076,0.153,0.966,0.0194,W
1.85,-0.01,27.35,-10.68,98.3,0.073,0.14,0.974,0.0138,W
1.86,-0.0403,-17.17,5.1,98.3,0.082,0.146,0.987,0.0014,W
1.87,-0.001,-73.67,-2.98,98.6,0.071,0.139,0.963,0.0243,W
1.88,0.0046,-16.29,2.98,98.1,0.074,0.151,0.97,0.0156,W
1.89,0.0622,-32.34,-6.87,98.3,0.079,0.139,0.979,0.0077,W
1.9,0.0829,28.85,3.76,98.2,0.074,0.138,0.973,0.0141,W
1.91,0.0897,30.32,2.46,98.3,0.075,0.126,0.971,0.0179,W
1.92,0.1654,67.11,7.03,98.1,0.069,0.152,0.965,0.0205,W
1.93,0.1361,-16.55,-10.54,98.4,0.07,0.149,0.98,0.0066,W
1.94,0.1432,-26.86,-8.54,98.1,0.073,0.134,0.965,0.0228,W
1.95,0.1068,-46.43,-2.8,97.9,0.06,0.137,0.971,0.0172,W
1.96,0.0547,-3.12,-4.46,98.3,0.065,0.136,0.971,0.0172,W
1.97,-0.0053,-6.62,-0.15,98.1,0.06,0.134,0.971,0.0179,W
1.98,-0.0103,61.96,-10.2,98.1,0.063,0.142,0.967,0.0208,W
1.99,0.0157,7.54,3.66,98.0,0.062,0.13,0.977,0.012,W
2.0,0.0267,-59.47,1.84,98.0,0.067,0.134,0.969,0.0191,W
2.01,-0.0172,19.21,1.67,98.3,0.058,0.137,0.961,0.0276,W
2.02,-0.0377,-25.63,5.45,98.0,0.065,0.131,0.968,0.0206,W
2.03,-0.0238,-3.12,-8.42,98.1,0.058,0.143,0.964,0.0242,W
2.04,-0.1145,13.87,-6.39,98.4,0.057,0.133,0.963,0.0267,W
2.05,-0.1448,42.24,1.19,98.0,0.057,0.126,0.964,0.0262,W
2.06,0.079,-41.89,-6.62,98.3,0.063,0.122,0.962,0.0281,W
2.07,0.4657,-18.28,1.08,98.1,0.053,0.126,0.954,0.036,W
2.08,0.974,18.23,6.4,97.9,0.057,0.127,0.951,0.0393,W
2.09,1.234,-12.58,6.16,98.3,0.052,0.121,0.964,0.0273,W
2.1,0.9718,-22.5,3.83,98.3,0.055,0.122,0.949,0.0418,W
2.11,0.4577,132.21,7.25,98.2,0.041,0.124,0.948,0.0427,W
2.12,0.0565,-58.94,-0.36,98.2,0.049,0.116,0.954,0.038,W
2.13,-0.2577,-25.22,8.32,98.0,0.039,0.112,0.952,0.0409,W
2.14,-0.3256,43.11,-3.22,98.2,0.041,0.106,0.944,0.0488,W
2.15,-0.293,38.64,4.93,98.4,0.039,0.121,0.948,0.0435,W
2.16,-0.1797,-30.77,0.73,98.0,0.033,0.115,0.948,0.0448,W
2.17,-0.0698,4.29,-1.81,98.3,0.028,0.109,0.947,0.0461,W
2.18,-0.0478,63.59,-5.51,98.3,0.036,0.097,0.931,0.0632,W
2.19,-0.0313,32.84,-2.24,97.9,0.031,0.101,0.942,0.0518,W
2.2,-0.0026,-84.85,8.65,98.2,0.027,0.1,0.939,0.0549,W
2.21,-0.0307,105.35,3.96,98.1,0.022,0.101,0.938,0.0562,W
2.22,0.0268,34.72,5.19,98.3,0.026,0.092,0.929,0.0666,W
2.23,0.0352,-20.44,0.98,98.2,0.013,0.104,0.921,0.0729,W
2.24,0.0354,-95.41,-4.19,98.4,0.004,0.081,0.923,0.0735,W
2.25,0.1179,34.44,-1.41,98.2,0.005,0.083,0.918,0.0783,W
2.26,0.1783,-26.08,0.66,98.2,0.005,0.074,0.927,0.0705,W
2.27,0.2028,-5.4,-3.91,98.2,0.009,0.069,0.922,0.0757,W
2.28,0.2112,28.09,5.8,98.1,-0.001,0.078,0.923,0.0733,W
2.29,0.2499,24.99,2.49,98.1,-0.009,0.063,0.913,0.0852,W
2.3,0.3288,33.63,1.46,98.3,-0.019,0.058,0.912,0.086,W
2.31,0.3467,-44.57,2.19,98.1,-0.009,0.058,0.908,0.0896,W
2.32,0.2971,2.75,1.73,98.1,-0.009,0.068,0.905,0.0921,W
2.33,0.2921,38.29,11.14,98.2,-0.026,0.06,0.892,0.1059,W
2.34,0.2583,30.62,2.62,98.2,-0.022,0.037,0.899,0.0996,W
2.35,0.1927,-3.31,2.9,98.1,-0.036,0.036,0.894,0.105,W
2.36,0.1641,-70.92,3.49,98.1,-0.032,0.04,0.879,0.1192,W
2.37,0.126,-80.51,-2.52,98.1,-0.038,0.031,0.882,0.1165,W
2.38,0.085,-69.34,4.43,98.0,-0.045,0.026,0.878,0.1208,W
2.39,0.0304,-46.83,1.03,98.1,-0.055,0.022,0.877,0.1209,W
2.4,0.0132,100.0,3.45,98.2,-0.055,0.023,0.872,0.1262,W
2.41,-0.0335,52.34,4.66,98.2,-0.054,0.022,0.865,0.1334,W
2.42,-0.0382,-26.16,2.6,98.1,-0.069,0.009,0.854,0.1435,W
2.43,-0.0263,66.58,-0.95,98.0,-0.063,0.003,0.861,0.1366,W
2.44,0.0003,-69.12,-3.45,97.9,-0.078,-0.008,0.847,0.1495,W
2.45,-0.0558,8.12,-1.55,97.8,-0.08,-0.007,0.846,0.1498,W
2.46,-0.0235,30.85,-0.07,98.3,-0.094,-0.018,0.836,0.1582,W
2.47,-0.0158,19.14,8.76,98.1,-0.092,-0.02,0.831,0.1632,W
2.48,-0.0346,-70.34,-3.7,98.3,-0.103,-0.03,0.836,0.1574,W
2.49,-0.0477,-10.28,-9.99,98.2,-0.103,-0.03,0.831,0.1617,W
2.5,-0.0685,-13.65,-4.82,98.2,-0.122,-0.037,0.817,0.1728,W
2.51,-0.0384,30.69,0.56,98.1,-0.122,-0.044,0.814,0.1754,W
2.52,-0.0854,-65.47,-1.43,98.3,-0.129,-0.054,0.817,0.1717,W
2.53,-0.0362,10.87,0.46,98.1,-0.136,-0.06,0.8,0.1867,W
2.54,-0.0677,50.57,0.38,98.3,-0.141,-0.066,0.797,0.188,W
2.55,-0.0452,-72.35,2.64,98.1,-0.16,-0.078,0.793,0.1875,W
2.56,-0.0396,4.07,4.91,98.3,-0.152,-0.076,0.795,0.1872,W
2.57,-0.031,19.15,10.42,97.7,-0.166,-0.08,0.776,0.2022,W
2.58,-0.0236,-61.41,6.67,98.3,-0.17,-0.094,0.773,0.2033,W
2.59,-0.0037,-11.44,-3.93,98.0,-0.174,-0.101,0.772,0.2019,W
2.6,-0.0357,-21.46,1.93,98.2,-0.179,-0.092,0.759,0.2143,W
2.61,0.0405,-97.18,-10.99,98.2,-0.181,-0.112,0.76,0.2107,W
2.62,0.0608,38.68,-0.59,98.3,-0.202,-0.125,0.76,0.2038,W
2.63,0.0266,101.62,4.12,98.0,-0.203,-0.133,0.75,0.2118,W
2.64,0.1196,-84.44,-0.26,98.4,-0.222,-0.128,0.738,0.2186,W
2.65,0.1062,-27.85,-0.33,98.4,-0.222,-0.143,0.735,0.2187,W
2.66,0.0974,29.92,10.17,98.2,-0.226,-0.153,0.724,0.2265,W
2.67,0.0521,83.82,-12.04,98.3,-0.233,-0.154,0.723,0.2249,W
2.68,0.0108,13.12,-6.89,98.1,-0.24,-0.161,0.716,0.2275,W
2.69,-0.0172,43.83,-8.34,98.2,-0.248,-0.169,0.71,0.2294,W
2.7,-0.0675,94.03,-0.1,98.0,-0.26,-0.164,0.704,0.2323,W
2.71,-0.0403,-33.59,-2.89,98.2,-0.264,-0.181,0.703,0.2276,W
2.72,-0.0434,-16.8,-4.58,98.5,-0.275,-0.186,0.697,0.228,W
2.73,-0.0225,53.64,4.02,98.2,-0.288,-0.187,0.691,0.2282,W
2.74,-0.0883,-36.01,-10.85,98.1,-0.285,-0.198,0.69,0.2272,W
2.75,-0.0852,4.8,2.3,98.1,-0.293,-0.207,0.671,0.2392,W
2.76,-0.1371,44.93,4.28,98.1,-0.299,-0.217,0.674,0.2317,W
2.77,-0.1185,-1.15,-3.49,98.1,-0.308,-0.222,0.666,0.2338,W
2.78,0.2884,14.72,-1.51,98.1,-0.317,-0.226,0.664,0.2305,W
2.79,0.7433,62.4,3.32,98.3,-0.333,-0.234,0.656,0.2282,W
2.8,1.1381,-27.85,-3.46,98.4,-0.332,-0.238,0.656,0.2275,W
2.81,1.0907,26.75,-5.12,98.4,-0.333,-0.247,0.64,0.2375,W
2.82,0.6168,16.37,-9.1,98.1,-0.332,-0.246,0.643,0.2361,W
2.83,0.16,-41.66,-1.54,98.2,-0.347,-0.269,0.646,0.2193,W
2.84,-0.1917,18.89,3.16,98.2,-0.347,-0.268,0.627,0.2348,W
2.85,-0.3191,11.97,0.32,98.3,-0.346,-0.269,0.636,0.2275,W
2.86,-0.3162,-37.15,4.8,98.4,-0.352,-0.275,0.632,0.2264,W
2.87,-0.2398,-67.16,-2.1,98.0,-0.363,-0.274,0.615,0.2355,W
2.88,-0.1226,-40.47,-4.97,98.1,-0.36,-0.272,0.625,0.2294,W
2.89,-0.0839,75.75,4.52,98.3,-0.367,-0.278,0.612,0.2341,W
2.9,-0.0395,4.7,-0.25,98.4,-0.379,-0.294,0.611,0.2229,W
2.91,-0.0473,-42.33,-8.46,98.1,-0.381,-0.286,0.615,0.2222,W
2.92,-0.0242,-3.72,5.8,98.3,-0.397,-0.298,0.61,0.2131,W
2.93,0.0195,-42.44,-8.34,98.2,-0.376,-0.298,0.605,0.2275,W
2.94,0.0314,-24.71,-5.85,98.3,-0.393,-0.306,0.603,0.2181,W
2.95,0.0543,-50.79,-4.05,98.2,-0.392,-0.311,0.6,0.2192,W
2.96,0.0986,34.63,5.7,98.1,-0.39,-0.306,0.598,0.2235,W
2.97,0.1135,-111.6,4.61,98.3,-0.396,-0.312,0.594,0.2209,W
2.98,0.1877,40.67,5.66,98.3,-0.399,-0.312,0.59,0.2224,W
2.99,0.2487,14.73,8.11,98.3,-0.404,-0.322,0.59,0.2153,W
3.0,0.2412,-42.28,7.79,98.2,-0.4,-0.32,0.596,0.214,W
3.01,0.2931,-72.9,-1.77,98.2,-0.414,-0.32,0.591,0.2105,W
3.02,0.339,-41.76,-8.76,98.4,-0.402,-0.308,0.585,0.2258,W
3.03,0.2986,67.33,-5.91,98.4,-0.396,-0.317,0.586,0.2246,W
3.04,0.2824,3.6,3.34,98.1,-0.407,-0.318,0.592,0.2149,W
3.05,0.2748,30.95,-4.76,98.5,-0.406,-0.32,0.586,0.219,W
3.06,0.2143,22.9,4.45,98.1,-0.404,-0.321,0.591,0.2151,W
3.07,0.1715,-45.58,4.92,98.2,-0.4,-0.308,0.589,0.2242,W
3.08,0.1232,-60.77,7.43,98.2,-0.405,-0.316,0.587,0.2202,W
3.09,0.122,41.86,-6.39,98.1,-0.4,-0.316,0.589,0.2209,W
3.1,0.0654,15.87,3.62,98.3,-0.405,-0.314,0.597,0.213,W
3.11,0.0004,-67.96,-0.23,98.5,-0.393,-0.312,0.597,0.2197,W
3.12,-0.0146,80.44,-1.16,98.2,-0.391,-0.314,0.594,0.2224,W
3.13,-0.0179,23.19,-1.38,98.2,-0.38,-0.299,0.595,0.2331,W
3.14,0.0063,13.81,0.35,97.9,-0.381,-0.312,0.594,0.2286,W
3.15,-0.0316,-69.43,0.44,98.3,-0.389,-0.3,0.602,0.2231,W
3.16,-0.0484,-53.58,-6.17,98.5,-0.373,-0.298,0.609,0.2259,W
3.17,-0.01,69.31,-1.38,98.3,-0.38,-0.287,0.595,0.2379,W
3.18,-0.0036,-26.08,-2.32,98.4,-0.376,-0.288,0.609,0.2284,W
3.19,-0.009,-54.1,4.68,98.1,-0.375,-0.284,0.61,0.2299,W
3.2,-0.0411,9.58,4.0,98.2,-0.357,-0.273,0.616,0.2375,W
3.21,-0.0516,4.31,-3.2,98.3,-0.371,-0.275,0.625,0.2232,W
3.22,-0.0182,21.65,0.29,98.0,-0.352,-0.268,0.625,0.234,W
3.23,0.0089,-5.44,-2.71,98.2,-0.355,-0.273,0.638,0.2205,W
3.24,-0.0475,-12.72,2.16,98.4,-0.34,-0.259,0.634,0.235,W
3.25,-0.0059,16.62,5.72,98.2,-0.343,-0.26,0.645,0.2251,W
3.26,-0.0247,47.69,-4.76,98.4,-0.33,-0.245,0.648,0.2323,W
3.27,-0.0758,-6.58,-0.5,98.2,-0.334,-0.247,0.646,0.232,W
3.28,-0.0274,48.16,-1.37,98.5,-0.324,-0.245,0.653,0.2308,W
3.29,-0.0005,-4.65,9.71,98.3,-0.316,-0.231,0.658,0.2343,W
3.3,-0.0098,66.74,5.75,98.5,-0.319,-0.221,0.665,0.2304,W
3.31,-0.0066,-55.06,-5.82,98.3,-0.3,-0.222,0.672,0.2313,W
